Individual,Fitness,RobotStructure
0,1.2073017123343572,"3.0,0.0,0.0,0.0,1.0|1.0,0.0,4.0,4.0,1.0|1.0,1.0,3.0,1.0,4.0|4.0,0.0,3.0,0.0,1.0|3.0,1.0,3.0,3.0,3.0"
1,1.2071058080146435,"3.0,1.0,0.0,0.0,0.0|2.0,3.0,1.0,2.0,3.0|1.0,3.0,3.0,0.0,4.0|2.0,3.0,3.0,1.0,1.0|4.0,4.0,0.0,0.0,0.0"
2,1.1842398891217836,"4.0,3.0,0.0,0.0,4.0|2.0,2.0,1.0,4.0,3.0|1.0,1.0,3.0,0.0,4.0|4.0,4.0,3.0,3.0,1.0|3.0,1.0,3.0,3.0,3.0"
3,1.1506179916154349,"3.0,0.0,0.0,1.0,0.0|2.0,0.0,1.0,4.0,4.0|1.0,1.0,3.0,4.0,4.0|4.0,0.0,3.0,1.0,0.0|3.0,4.0,2.0,3.0,3.0"
4,1.1414558101105468,"2.0,4.0,0.0,1.0,0.0|2.0,2.0,1.0,4.0,4.0|0.0,0.0,3.0,0.0,4.0|4.0,3.0,3.0,1.0,2.0|3.0,4.0,0.0,3.0,0.0"
5,1.11063487598999,"0.0,2.0,0.0,0.0,2.0|2.0,2.0,0.0,4.0,3.0|1.0,4.0,3.0,4.0,4.0|3.0,2.0,3.0,0.0,4.0|3.0,4.0,2.0,0.0,2.0"
6,1.0819093079877873,"0.0,1.0,1.0,0.0,2.0|2.0,3.0,1.0,2.0,3.0|0.0,0.0,3.0,0.0,4.0|3.0,3.0,3.0,1.0,1.0|4.0,4.0,0.0,0.0,0.0"
7,1.038699718187857,"0.0,0.0,0.0,0.0,1.0|1.0,2.0,1.0,4.0,3.0|1.0,4.0,3.0,4.0,4.0|4.0,2.0,3.0,0.0,4.0|3.0,1.0,0.0,0.0,4.0"
8,1.0214764048423004,"2.0,2.0,0.0,1.0,2.0|2.0,2.0,1.0,1.0,2.0|3.0,0.0,3.0,0.0,0.0|3.0,1.0,4.0,3.0,1.0|3.0,4.0,0.0,0.0,0.0"
9,0.9018415628577536,"2.0,2.0,0.0,1.0,2.0|2.0,2.0,1.0,1.0,2.0|0.0,0.0,3.0,0.0,4.0|2.0,1.0,2.0,3.0,3.0|3.0,0.0,0.0,0.0,0.0"
10,0.7203824167305448,"3.0,2.0,2.0,1.0,2.0|2.0,2.0,1.0,4.0,3.0|1.0,1.0,3.0,2.0,4.0|4.0,0.0,3.0,1.0,1.0|3.0,4.0,2.0,3.0,0.0"
11,0.6759694580182007,"3.0,0.0,0.0,0.0,1.0|2.0,3.0,1.0,4.0,1.0|0.0,0.0,4.0,0.0,4.0|3.0,3.0,2.0,0.0,1.0|3.0,1.0,3.0,3.0,2.0"
12,0.3805629800086116,"0.0,3.0,4.0,1.0,2.0|0.0,2.0,1.0,4.0,1.0|2.0,0.0,3.0,0.0,3.0|2.0,0.0,1.0,1.0,2.0|3.0,1.0,3.0,3.0,0.0"
13,0.37762011024205416,"2.0,2.0,3.0,0.0,2.0|2.0,2.0,2.0,4.0,3.0|0.0,0.0,3.0,0.0,4.0|2.0,3.0,3.0,0.0,1.0|4.0,2.0,0.0,0.0,0.0"
14,0.3775342860229884,"0.0,1.0,0.0,0.0,2.0|2.0,2.0,1.0,4.0,3.0|1.0,0.0,3.0,0.0,4.0|3.0,3.0,3.0,0.0,0.0|3.0,4.0,0.0,0.0,0.0"
15,0.3370359550699674,"0.0,4.0,3.0,3.0,2.0|2.0,2.0,1.0,0.0,3.0|1.0,0.0,3.0,0.0,4.0|2.0,3.0,3.0,0.0,0.0|3.0,3.0,0.0,0.0,0.0"
16,0.2939719107950775,"2.0,0.0,3.0,1.0,1.0|2.0,2.0,1.0,4.0,1.0|0.0,1.0,3.0,3.0,4.0|4.0,0.0,3.0,0.0,2.0|3.0,4.0,3.0,3.0,0.0"
17,0.2249282893955284,"2.0,2.0,2.0,0.0,2.0|2.0,2.0,2.0,4.0,3.0|0.0,0.0,3.0,0.0,4.0|2.0,3.0,3.0,0.0,1.0|4.0,0.0,0.0,0.0,0.0"
18,0.08308205035072147,"2.0,2.0,4.0,0.0,2.0|2.0,4.0,0.0,4.0,3.0|1.0,0.0,3.0,4.0,4.0|3.0,2.0,3.0,4.0,1.0|3.0,4.0,0.0,0.0,2.0"
19,0.07493735738520185,"2.0,2.0,3.0,0.0,2.0|2.0,2.0,1.0,4.0,3.0|0.0,0.0,3.0,0.0,4.0|2.0,3.0,3.0,1.0,1.0|3.0,2.0,0.0,0.0,0.0"
20,0.06679721312044834,"2.0,4.0,0.0,0.0,1.0|1.0,2.0,3.0,4.0,3.0|1.0,1.0,1.0,0.0,4.0|4.0,1.0,4.0,0.0,1.0|1.0,4.0,0.0,0.0,0.0"
21,0.03866487900066523,"3.0,2.0,0.0,0.0,2.0|2.0,0.0,1.0,4.0,1.0|1.0,0.0,3.0,0.0,0.0|3.0,0.0,4.0,0.0,1.0|3.0,1.0,3.0,4.0,3.0"
22,-0.007228490304127866,"0.0,3.0,0.0,4.0,2.0|2.0,2.0,1.0,4.0,1.0|1.0,0.0,3.0,0.0,4.0|3.0,0.0,3.0,1.0,0.0|3.0,1.0,0.0,3.0,0.0"
23,-0.01103062969523727,"2.0,3.0,4.0,3.0,0.0|2.0,2.0,4.0,4.0,1.0|2.0,0.0,3.0,0.0,4.0|2.0,0.0,1.0,1.0,2.0|3.0,3.0,0.0,3.0,0.0"
