Individual,Fitness,RobotStructure
0,1.2322243605138752,"3.0,0.0,0.0,1.0,0.0|2.0,2.0,4.0,4.0,4.0|0.0,1.0,2.0,1.0,4.0|4.0,3.0,3.0,1.0,2.0|3.0,1.0,0.0,3.0,3.0"
1,1.2136296858369964,"3.0,0.0,2.0,1.0,0.0|2.0,0.0,1.0,0.0,4.0|1.0,3.0,3.0,4.0,4.0|2.0,3.0,3.0,1.0,0.0|3.0,4.0,0.0,0.0,0.0"
2,1.2073017123343572,"3.0,0.0,0.0,0.0,1.0|1.0,0.0,4.0,4.0,1.0|1.0,1.0,3.0,1.0,4.0|4.0,0.0,3.0,0.0,1.0|3.0,1.0,3.0,3.0,3.0"
3,1.2071058080146435,"3.0,1.0,0.0,0.0,0.0|2.0,3.0,1.0,2.0,3.0|1.0,3.0,3.0,0.0,4.0|2.0,3.0,3.0,1.0,1.0|4.0,4.0,0.0,0.0,0.0"
4,1.2068989348678483,"3.0,0.0,0.0,0.0,0.0|2.0,0.0,1.0,4.0,4.0|1.0,1.0,1.0,1.0,4.0|4.0,0.0,2.0,3.0,1.0|1.0,1.0,3.0,3.0,3.0"
5,1.2039129019681725,"3.0,3.0,0.0,1.0,0.0|4.0,0.0,1.0,4.0,4.0|1.0,1.0,3.0,4.0,4.0|4.0,3.0,3.0,1.0,1.0|3.0,4.0,3.0,3.0,3.0"
6,1.199785164900439,"3.0,1.0,0.0,0.0,0.0|2.0,0.0,1.0,2.0,2.0|1.0,1.0,3.0,3.0,4.0|2.0,0.0,3.0,2.0,1.0|3.0,3.0,2.0,0.0,3.0"
7,1.1956302944507258,"4.0,0.0,0.0,2.0,4.0|2.0,2.0,1.0,4.0,3.0|1.0,1.0,3.0,4.0,4.0|4.0,0.0,3.0,3.0,1.0|3.0,4.0,3.0,3.0,3.0"
8,1.1842398891217836,"4.0,3.0,0.0,0.0,4.0|2.0,2.0,1.0,4.0,3.0|1.0,1.0,3.0,0.0,4.0|4.0,4.0,3.0,3.0,1.0|3.0,1.0,3.0,3.0,3.0"
9,1.167547577350094,"3.0,0.0,0.0,1.0,0.0|2.0,4.0,1.0,4.0,4.0|1.0,1.0,3.0,0.0,4.0|4.0,0.0,3.0,3.0,1.0|3.0,1.0,1.0,3.0,3.0"
10,1.1650170650844358,"2.0,3.0,0.0,2.0,4.0|2.0,2.0,1.0,4.0,3.0|1.0,1.0,3.0,0.0,4.0|4.0,4.0,3.0,3.0,1.0|3.0,1.0,2.0,3.0,3.0"
11,1.1506179916154349,"3.0,0.0,0.0,1.0,0.0|2.0,0.0,1.0,4.0,4.0|1.0,1.0,3.0,4.0,4.0|4.0,0.0,3.0,1.0,0.0|3.0,4.0,2.0,3.0,3.0"
12,1.1456601832955506,"4.0,3.0,0.0,0.0,0.0|2.0,3.0,1.0,2.0,3.0|1.0,1.0,3.0,0.0,4.0|4.0,4.0,3.0,1.0,1.0|3.0,1.0,0.0,3.0,3.0"
13,1.1414558101105468,"2.0,4.0,0.0,1.0,0.0|2.0,2.0,1.0,4.0,4.0|0.0,0.0,3.0,0.0,4.0|4.0,3.0,3.0,1.0,2.0|3.0,4.0,0.0,3.0,0.0"
14,1.140068699279571,"4.0,0.0,0.0,0.0,1.0|1.0,2.0,4.0,4.0,3.0|1.0,1.0,3.0,4.0,4.0|4.0,0.0,3.0,3.0,3.0|3.0,1.0,3.0,3.0,3.0"
15,1.1308427450052765,"4.0,3.0,0.0,0.0,1.0|2.0,2.0,4.0,4.0,3.0|1.0,4.0,3.0,4.0,3.0|4.0,4.0,3.0,0.0,1.0|3.0,1.0,3.0,3.0,3.0"
