Individual,Fitness,RobotStructure
0,1.931134975087856,"0.0,3.0,0.0,3.0,0.0|2.0,4.0,0.0,3.0,0.0|0.0,1.0,4.0,2.0,1.0|0.0,0.0,3.0,4.0,0.0|1.0,1.0,4.0,0.0,0.0"
1,1.927571030261803,"4.0,3.0,0.0,2.0,0.0|4.0,4.0,0.0,1.0,3.0|3.0,0.0,0.0,4.0,1.0|4.0,1.0,3.0,3.0,3.0|4.0,0.0,2.0,0.0,3.0"
2,1.7905705876129783,"0.0,3.0,0.0,3.0,0.0|2.0,2.0,2.0,3.0,2.0|0.0,4.0,4.0,2.0,1.0|0.0,0.0,3.0,4.0,0.0|2.0,1.0,4.0,0.0,0.0"
3,1.691331243769085,"2.0,3.0,1.0,3.0,0.0|2.0,2.0,0.0,3.0,2.0|0.0,2.0,4.0,1.0,1.0|2.0,0.0,3.0,4.0,2.0|2.0,1.0,4.0,0.0,0.0"
4,1.6144881462763088,"0.0,3.0,0.0,3.0,0.0|2.0,4.0,0.0,3.0,0.0|0.0,4.0,4.0,2.0,1.0|0.0,0.0,3.0,4.0,0.0|1.0,1.0,4.0,0.0,0.0"
5,1.4794187916102888,"2.0,3.0,1.0,1.0,1.0|0.0,1.0,3.0,3.0,3.0|4.0,3.0,1.0,4.0,3.0|0.0,0.0,3.0,4.0,2.0|1.0,2.0,4.0,0.0,0.0"
6,1.2936200699939266,"4.0,2.0,2.0,4.0,2.0|4.0,0.0,0.0,1.0,4.0|0.0,3.0,3.0,1.0,0.0|2.0,1.0,3.0,2.0,1.0|0.0,2.0,0.0,3.0,3.0"
7,1.246369156631781,"0.0,0.0,4.0,4.0,2.0|2.0,0.0,0.0,0.0,3.0|3.0,3.0,3.0,2.0,1.0|2.0,1.0,3.0,2.0,1.0|4.0,2.0,0.0,3.0,3.0"
8,1.1847876544640321,"2.0,0.0,0.0,0.0,0.0|3.0,3.0,0.0,1.0,0.0|1.0,1.0,4.0,4.0,2.0|1.0,0.0,3.0,3.0,0.0|4.0,3.0,3.0,0.0,0.0"
9,1.1639064428763328,"1.0,4.0,0.0,1.0,0.0|3.0,1.0,1.0,2.0,3.0|1.0,1.0,3.0,3.0,4.0|1.0,1.0,1.0,1.0,2.0|1.0,2.0,4.0,0.0,4.0"
10,1.1164020774104866,"0.0,3.0,0.0,3.0,0.0|3.0,4.0,1.0,4.0,4.0|0.0,4.0,4.0,4.0,1.0|0.0,0.0,3.0,0.0,0.0|2.0,1.0,4.0,0.0,0.0"
11,1.1033265624930075,"1.0,4.0,4.0,1.0,0.0|2.0,0.0,3.0,3.0,4.0|2.0,1.0,1.0,0.0,1.0|1.0,4.0,2.0,4.0,2.0|3.0,2.0,0.0,4.0,0.0"
12,1.08956569547989,"0.0,3.0,0.0,0.0,0.0|3.0,1.0,0.0,1.0,4.0|1.0,1.0,4.0,3.0,2.0|1.0,1.0,1.0,1.0,4.0|1.0,3.0,3.0,0.0,0.0"
13,1.0775144443029443,"0.0,3.0,1.0,3.0,3.0|0.0,1.0,0.0,1.0,0.0|3.0,3.0,0.0,2.0,4.0|0.0,3.0,2.0,4.0,4.0|1.0,3.0,1.0,0.0,4.0"
14,1.063150140309535,"2.0,3.0,1.0,1.0,0.0|2.0,1.0,0.0,3.0,3.0|2.0,1.0,3.0,3.0,1.0|1.0,0.0,3.0,1.0,2.0|1.0,4.0,4.0,0.0,0.0"
15,1.0334444974663608,"4.0,0.0,0.0,3.0,3.0|2.0,0.0,4.0,1.0,1.0|3.0,3.0,1.0,3.0,1.0|4.0,3.0,4.0,3.0,0.0|1.0,0.0,0.0,3.0,0.0"
16,1.019155044726717,"2.0,3.0,1.0,1.0,0.0|2.0,1.0,0.0,3.0,3.0|4.0,1.0,0.0,2.0,1.0|2.0,0.0,3.0,1.0,4.0|1.0,4.0,4.0,0.0,0.0"
17,0.8746563672360589,"1.0,2.0,1.0,1.0,0.0|1.0,2.0,0.0,1.0,4.0|3.0,1.0,1.0,4.0,1.0|1.0,0.0,3.0,3.0,2.0|3.0,2.0,3.0,0.0,1.0"
18,0.8735578129800464,"0.0,0.0,0.0,3.0,4.0|4.0,0.0,0.0,2.0,1.0|1.0,3.0,0.0,3.0,0.0|0.0,3.0,3.0,1.0,0.0|0.0,0.0,0.0,4.0,4.0"
19,0.7287313099556678,"2.0,3.0,3.0,1.0,0.0|2.0,1.0,3.0,3.0,3.0|4.0,1.0,1.0,2.0,1.0|2.0,0.0,3.0,1.0,4.0|1.0,4.0,4.0,0.0,0.0"
