Individual,Fitness,RobotStructure
0,7.081480561817007,"1.0,4.0,0.0,2.0,4.0|3.0,3.0,3.0,3.0,4.0|3.0,1.0,4.0,4.0,1.0|4.0,3.0,3.0,3.0,3.0|4.0,0.0,0.0,0.0,3.0"
1,5.647611934338969,"2.0,3.0,0.0,1.0,1.0|3.0,3.0,4.0,3.0,4.0|3.0,1.0,4.0,1.0,2.0|4.0,3.0,3.0,3.0,3.0|4.0,0.0,0.0,0.0,3.0"
2,4.959019363688114,"2.0,3.0,0.0,3.0,1.0|3.0,1.0,3.0,2.0,4.0|3.0,1.0,4.0,4.0,1.0|4.0,3.0,3.0,3.0,3.0|4.0,0.0,4.0,0.0,3.0"
3,4.419914865669014,"2.0,3.0,3.0,2.0,0.0|0.0,3.0,3.0,3.0,0.0|3.0,1.0,4.0,4.0,1.0|4.0,1.0,3.0,3.0,3.0|4.0,3.0,4.0,0.0,3.0"
4,3.673714759153994,"2.0,3.0,0.0,4.0,0.0|2.0,1.0,3.0,3.0,1.0|3.0,1.0,4.0,4.0,1.0|4.0,1.0,3.0,3.0,3.0|4.0,3.0,4.0,0.0,1.0"
5,3.64812439474937,"2.0,3.0,0.0,4.0,1.0|2.0,1.0,4.0,3.0,1.0|3.0,1.0,4.0,4.0,2.0|4.0,3.0,3.0,3.0,3.0|4.0,0.0,4.0,0.0,3.0"
6,3.6397384371574697,"3.0,3.0,0.0,2.0,0.0|0.0,1.0,3.0,1.0,4.0|3.0,1.0,4.0,3.0,3.0|4.0,1.0,3.0,3.0,2.0|4.0,0.0,4.0,0.0,3.0"
7,3.6308003937483013,"3.0,0.0,0.0,2.0,0.0|3.0,1.0,3.0,1.0,4.0|3.0,0.0,4.0,1.0,3.0|4.0,1.0,3.0,3.0,2.0|4.0,0.0,4.0,0.0,3.0"
8,3.4260903551294626,"2.0,3.0,0.0,1.0,0.0|3.0,4.0,3.0,1.0,4.0|3.0,0.0,4.0,1.0,1.0|4.0,1.0,3.0,3.0,2.0|4.0,0.0,4.0,0.0,3.0"
9,3.409509205115247,"1.0,3.0,0.0,3.0,1.0|1.0,3.0,3.0,1.0,4.0|3.0,3.0,4.0,2.0,3.0|4.0,1.0,3.0,3.0,3.0|4.0,0.0,4.0,0.0,3.0"
10,3.3081415049174714,"2.0,3.0,3.0,2.0,1.0|3.0,3.0,3.0,3.0,0.0|3.0,1.0,2.0,4.0,1.0|4.0,1.0,3.0,3.0,3.0|4.0,3.0,4.0,0.0,3.0"
11,3.247283290711645,"1.0,3.0,0.0,3.0,4.0|3.0,3.0,3.0,2.0,4.0|3.0,1.0,4.0,4.0,1.0|4.0,3.0,3.0,3.0,3.0|4.0,4.0,4.0,0.0,3.0"
