Individual,Fitness,RobotStructure
0,5.69474669263749,"0.0,3.0,1.0,0.0,1.0|4.0,3.0,3.0,3.0,1.0|4.0,4.0,4.0,1.0,1.0|1.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
1,5.323255940012617,"0.0,3.0,1.0,0.0,1.0|0.0,3.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|2.0,3.0,3.0,0.0,1.0|4.0,4.0,0.0,0.0,0.0"
2,4.731762843508247,"0.0,3.0,1.0,0.0,1.0|2.0,1.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,2.0|2.0,3.0,3.0,0.0,2.0|3.0,4.0,0.0,0.0,0.0"
3,4.693976054093691,"0.0,0.0,1.0,0.0,3.0|0.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|1.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
4,4.299154596028923,"0.0,2.0,2.0,0.0,1.0|2.0,1.0,3.0,3.0,1.0|4.0,3.0,2.0,1.0,4.0|2.0,3.0,3.0,0.0,3.0|4.0,4.0,0.0,0.0,0.0"
5,4.215844487237767,"0.0,0.0,0.0,0.0,1.0|1.0,3.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|2.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
6,4.069387470168436,"3.0,2.0,1.0,0.0,1.0|2.0,1.0,3.0,3.0,2.0|4.0,3.0,4.0,2.0,2.0|2.0,3.0,3.0,0.0,2.0|3.0,4.0,0.0,0.0,0.0"
7,3.8771774786900717,"3.0,0.0,0.0,0.0,4.0|2.0,3.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,3.0|1.0,1.0,3.0,0.0,2.0|4.0,1.0,4.0,0.0,0.0"
8,3.8531922792602917,"3.0,2.0,1.0,0.0,2.0|2.0,1.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,2.0|2.0,3.0,3.0,0.0,3.0|4.0,4.0,0.0,0.0,0.0"
9,3.8080218432563986,"0.0,3.0,1.0,0.0,1.0|4.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,4.0|2.0,3.0,3.0,0.0,3.0|4.0,1.0,4.0,0.0,0.0"
10,3.7415146012141927,"4.0,3.0,1.0,0.0,1.0|2.0,3.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,2.0|2.0,3.0,3.0,0.0,1.0|4.0,1.0,4.0,0.0,0.0"
11,3.683106169672947,"3.0,0.0,0.0,2.0,3.0|2.0,3.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,1.0|2.0,3.0,3.0,0.0,3.0|4.0,4.0,4.0,0.0,0.0"
12,3.5806819561281458,"2.0,0.0,0.0,0.0,1.0|1.0,3.0,3.0,3.0,2.0|4.0,4.0,4.0,3.0,2.0|1.0,2.0,3.0,0.0,3.0|4.0,1.0,4.0,0.0,0.0"
13,3.4970312517553217,"3.0,2.0,1.0,0.0,2.0|2.0,3.0,3.0,3.0,3.0|4.0,4.0,4.0,2.0,1.0|2.0,3.0,3.0,0.0,3.0|4.0,4.0,4.0,0.0,0.0"
14,3.426557151008653,"2.0,0.0,1.0,0.0,4.0|4.0,3.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,3.0|1.0,3.0,3.0,0.0,3.0|4.0,3.0,4.0,0.0,0.0"
15,3.4255502480812527,"3.0,0.0,0.0,0.0,4.0|2.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|2.0,3.0,3.0,0.0,4.0|4.0,4.0,0.0,0.0,0.0"
16,3.240937861705114,"2.0,3.0,1.0,0.0,0.0|3.0,3.0,3.0,3.0,0.0|3.0,1.0,4.0,3.0,1.0|2.0,3.0,3.0,0.0,1.0|2.0,1.0,4.0,0.0,0.0"
17,3.161006609247876,"2.0,3.0,0.0,0.0,2.0|0.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|2.0,3.0,3.0,0.0,3.0|4.0,4.0,4.0,0.0,0.0"
18,3.1140667972024523,"3.0,3.0,0.0,0.0,3.0|2.0,3.0,3.0,3.0,2.0|3.0,3.0,4.0,1.0,4.0|2.0,3.0,3.0,0.0,3.0|4.0,4.0,4.0,0.0,2.0"
19,3.087747188797405,"4.0,1.0,2.0,0.0,1.0|1.0,3.0,3.0,3.0,1.0|0.0,3.0,4.0,1.0,3.0|0.0,3.0,3.0,0.0,2.0|4.0,1.0,4.0,0.0,0.0"
20,2.711992222799467,"3.0,0.0,4.0,4.0,2.0|2.0,1.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,3.0|1.0,3.0,3.0,0.0,4.0|1.0,4.0,4.0,0.0,0.0"
21,2.634472852441017,"0.0,1.0,2.0,2.0,2.0|2.0,1.0,3.0,3.0,3.0|0.0,4.0,3.0,1.0,1.0|1.0,2.0,3.0,0.0,3.0|3.0,1.0,4.0,0.0,0.0"
22,2.623035200324513,"3.0,0.0,0.0,0.0,3.0|2.0,3.0,3.0,3.0,2.0|4.0,4.0,4.0,1.0,2.0|1.0,4.0,4.0,0.0,3.0|4.0,1.0,4.0,0.0,0.0"
23,2.552875099799145,"3.0,0.0,0.0,2.0,2.0|2.0,1.0,3.0,3.0,2.0|4.0,2.0,4.0,2.0,4.0|2.0,3.0,3.0,0.0,2.0|0.0,2.0,4.0,0.0,0.0"
24,2.530801586509123,"3.0,0.0,1.0,0.0,3.0|1.0,3.0,3.0,1.0,2.0|4.0,3.0,4.0,2.0,1.0|2.0,1.0,3.0,0.0,0.0|4.0,4.0,3.0,0.0,0.0"
25,2.5217796865245385,"3.0,2.0,1.0,0.0,2.0|2.0,1.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,2.0|2.0,3.0,3.0,0.0,2.0|4.0,1.0,0.0,0.0,0.0"
26,2.4415528905695245,"2.0,0.0,1.0,3.0,0.0|2.0,4.0,3.0,3.0,1.0|4.0,1.0,4.0,1.0,3.0|1.0,1.0,3.0,0.0,2.0|4.0,1.0,3.0,0.0,0.0"
27,2.354917346525818,"3.0,0.0,0.0,0.0,1.0|2.0,4.0,3.0,3.0,2.0|4.0,3.0,4.0,4.0,1.0|3.0,1.0,3.0,0.0,2.0|4.0,4.0,1.0,0.0,0.0"
28,2.3078144358683064,"0.0,0.0,0.0,0.0,3.0|0.0,3.0,3.0,3.0,1.0|0.0,4.0,4.0,1.0,3.0|4.0,2.0,3.0,0.0,3.0|4.0,1.0,4.0,0.0,0.0"
29,2.0615345114046053,"0.0,0.0,1.0,0.0,1.0|0.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,2.0|2.0,3.0,3.0,0.0,1.0|4.0,4.0,4.0,0.0,0.0"
30,1.989233281398569,"0.0,3.0,1.0,0.0,4.0|2.0,3.0,2.0,1.0,1.0|4.0,3.0,4.0,2.0,2.0|2.0,3.0,1.0,0.0,3.0|4.0,4.0,0.0,0.0,0.0"
31,1.898316279098297,"0.0,4.0,1.0,0.0,3.0|0.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,4.0|1.0,3.0,3.0,0.0,1.0|4.0,1.0,3.0,0.0,0.0"
32,1.8945605752247825,"2.0,3.0,0.0,3.0,1.0|0.0,3.0,1.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|2.0,3.0,3.0,0.0,0.0|4.0,4.0,0.0,0.0,0.0"
33,1.5546887986997422,"3.0,1.0,1.0,0.0,1.0|2.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,3.0,3.0|2.0,3.0,3.0,0.0,1.0|4.0,1.0,4.0,0.0,0.0"
34,1.542306751785545,"1.0,2.0,1.0,0.0,1.0|2.0,1.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,2.0|2.0,1.0,3.0,0.0,3.0|4.0,4.0,4.0,0.0,0.0"
35,1.4888091693046444,"0.0,3.0,1.0,2.0,3.0|0.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,4.0|2.0,3.0,3.0,0.0,3.0|4.0,1.0,0.0,0.0,0.0"
36,1.4138446465600467,"3.0,3.0,1.0,0.0,1.0|4.0,1.0,3.0,3.0,2.0|4.0,3.0,1.0,1.0,4.0|1.0,1.0,3.0,0.0,3.0|4.0,1.0,4.0,0.0,4.0"
37,1.3456975156656823,"3.0,0.0,0.0,0.0,2.0|2.0,4.0,3.0,1.0,3.0|4.0,3.0,4.0,1.0,4.0|2.0,4.0,3.0,4.0,3.0|4.0,2.0,4.0,0.0,0.0"
38,1.045549199677852,"3.0,3.0,4.0,1.0,3.0|4.0,3.0,3.0,4.0,2.0|4.0,3.0,4.0,1.0,3.0|1.0,2.0,3.0,4.0,1.0|3.0,2.0,4.0,0.0,0.0"
39,1.0451515862869465,"3.0,3.0,1.0,0.0,4.0|0.0,3.0,3.0,3.0,4.0|3.0,0.0,4.0,1.0,3.0|1.0,3.0,3.0,2.0,1.0|4.0,1.0,4.0,0.0,0.0"
40,0.9903811057465883,"3.0,0.0,0.0,0.0,1.0|2.0,1.0,3.0,1.0,2.0|4.0,1.0,4.0,2.0,1.0|2.0,0.0,3.0,3.0,2.0|4.0,4.0,0.0,0.0,0.0"
41,0.8726423158080503,"2.0,1.0,1.0,0.0,0.0|0.0,1.0,3.0,3.0,2.0|4.0,4.0,4.0,1.0,3.0|2.0,3.0,3.0,0.0,2.0|3.0,2.0,0.0,0.0,0.0"
42,0.7077736795682125,"3.0,1.0,1.0,4.0,1.0|2.0,3.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|2.0,1.0,2.0,0.0,1.0|4.0,1.0,4.0,0.0,0.0"
43,0.6404650164287625,"0.0,3.0,1.0,0.0,1.0|4.0,0.0,2.0,3.0,1.0|4.0,3.0,3.0,1.0,3.0|1.0,3.0,2.0,0.0,2.0|1.0,4.0,0.0,0.0,0.0"
44,0.34110118045797155,"3.0,0.0,1.0,0.0,4.0|2.0,1.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,2.0|2.0,3.0,3.0,1.0,2.0|4.0,4.0,0.0,2.0,0.0"
45,0.2965911098560851,"0.0,1.0,2.0,0.0,1.0|2.0,1.0,3.0,2.0,1.0|4.0,2.0,4.0,2.0,4.0|2.0,3.0,3.0,0.0,1.0|4.0,4.0,2.0,4.0,0.0"
46,0.12178501287157284,"3.0,2.0,2.0,0.0,1.0|0.0,1.0,3.0,3.0,1.0|4.0,3.0,0.0,1.0,4.0|2.0,0.0,3.0,0.0,3.0|4.0,4.0,4.0,0.0,0.0"
47,0.03304440265514724,"2.0,2.0,1.0,2.0,1.0|2.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,2.0|4.0,3.0,3.0,3.0,1.0|4.0,4.0,0.0,3.0,0.0"
48,0.00776148162796042,"2.0,0.0,1.0,0.0,3.0|3.0,1.0,4.0,3.0,1.0|4.0,3.0,4.0,1.0,4.0|1.0,2.0,3.0,0.0,2.0|4.0,4.0,3.0,0.0,0.0"
49,-0.4703515249579667,"3.0,0.0,0.0,0.0,1.0|2.0,0.0,3.0,3.0,2.0|4.0,0.0,4.0,3.0,1.0|3.0,3.0,3.0,4.0,2.0|4.0,4.0,1.0,0.0,2.0"
