Individual,Fitness,RobotStructure
0,4.731762843508247,"0.0,3.0,1.0,0.0,1.0|2.0,1.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,2.0|2.0,3.0,3.0,0.0,2.0|3.0,4.0,0.0,0.0,0.0"
1,4.693976054093691,"0.0,0.0,1.0,0.0,3.0|0.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|1.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
2,3.8771774786900717,"3.0,0.0,0.0,0.0,4.0|2.0,3.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,3.0|1.0,1.0,3.0,0.0,2.0|4.0,1.0,4.0,0.0,0.0"
3,3.8531922792602917,"3.0,2.0,1.0,0.0,2.0|2.0,1.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,2.0|2.0,3.0,3.0,0.0,3.0|4.0,4.0,0.0,0.0,0.0"
4,3.8080218432563986,"0.0,3.0,1.0,0.0,1.0|4.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,4.0|2.0,3.0,3.0,0.0,3.0|4.0,1.0,4.0,0.0,0.0"
5,3.7415146012141927,"4.0,3.0,1.0,0.0,1.0|2.0,3.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,2.0|2.0,3.0,3.0,0.0,1.0|4.0,1.0,4.0,0.0,0.0"
6,3.683106169672947,"3.0,0.0,0.0,2.0,3.0|2.0,3.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,1.0|2.0,3.0,3.0,0.0,3.0|4.0,4.0,4.0,0.0,0.0"
7,3.6646352709511603,"3.0,1.0,0.0,0.0,2.0|2.0,3.0,3.0,3.0,2.0|4.0,4.0,4.0,1.0,3.0|2.0,1.0,3.0,0.0,3.0|4.0,4.0,4.0,0.0,0.0"
8,3.660686613439819,"2.0,0.0,1.0,0.0,4.0|2.0,3.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|1.0,3.0,3.0,0.0,2.0|4.0,1.0,4.0,0.0,0.0"
9,3.6575460048584945,"1.0,0.0,0.0,0.0,0.0|2.0,3.0,3.0,3.0,2.0|4.0,3.0,2.0,1.0,3.0|2.0,3.0,3.0,0.0,2.0|4.0,2.0,4.0,0.0,0.0"
