Individual,Fitness,RobotStructure
0,4.2774079407397965,"1.0,1.0,3.0,0.0,0.0|1.0,3.0,2.0,4.0,4.0|3.0,1.0,3.0,3.0,0.0|2.0,4.0,3.0,2.0,3.0|3.0,0.0,0.0,3.0,0.0"
1,4.253740906096861,"3.0,1.0,3.0,0.0,3.0|4.0,3.0,2.0,4.0,4.0|3.0,1.0,3.0,3.0,1.0|3.0,4.0,3.0,2.0,3.0|4.0,0.0,0.0,3.0,1.0"
2,4.0880735912468085,"3.0,1.0,3.0,0.0,1.0|4.0,3.0,2.0,4.0,4.0|3.0,1.0,3.0,3.0,0.0|2.0,4.0,3.0,2.0,3.0|3.0,0.0,0.0,3.0,1.0"
3,4.048237473831065,"3.0,2.0,4.0,0.0,3.0|2.0,3.0,2.0,4.0,4.0|3.0,1.0,3.0,3.0,1.0|3.0,4.0,3.0,2.0,3.0|4.0,0.0,0.0,2.0,1.0"
4,3.8451720133069167,"0.0,2.0,3.0,4.0,4.0|3.0,4.0,1.0,3.0,4.0|3.0,3.0,4.0,1.0,1.0|4.0,4.0,4.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
5,3.6973130322785113,"3.0,2.0,1.0,3.0,4.0|3.0,4.0,1.0,3.0,4.0|3.0,3.0,2.0,1.0,1.0|2.0,4.0,4.0,3.0,3.0|4.0,3.0,4.0,0.0,1.0"
6,3.6826029343244344,"3.0,2.0,4.0,3.0,3.0|0.0,3.0,1.0,4.0,4.0|3.0,3.0,3.0,3.0,1.0|3.0,4.0,3.0,2.0,3.0|4.0,3.0,0.0,3.0,3.0"
7,3.479259437453701,"3.0,1.0,3.0,0.0,1.0|4.0,3.0,2.0,4.0,4.0|3.0,4.0,3.0,3.0,0.0|2.0,4.0,3.0,2.0,3.0|1.0,0.0,2.0,3.0,1.0"
8,3.4126714604335997,"3.0,2.0,4.0,0.0,3.0|4.0,3.0,1.0,4.0,4.0|3.0,1.0,3.0,3.0,1.0|3.0,4.0,3.0,2.0,3.0|4.0,1.0,0.0,3.0,1.0"
9,3.3561994029236395,"1.0,2.0,3.0,3.0,4.0|3.0,2.0,4.0,2.0,4.0|1.0,4.0,3.0,3.0,2.0|1.0,2.0,4.0,3.0,3.0|4.0,3.0,2.0,0.0,1.0"
10,3.3010572895148376,"4.0,2.0,3.0,3.0,4.0|2.0,2.0,2.0,2.0,4.0|1.0,1.0,3.0,3.0,3.0|1.0,2.0,0.0,2.0,2.0|4.0,3.0,0.0,0.0,1.0"
11,3.280075011049096,"1.0,2.0,3.0,3.0,4.0|3.0,1.0,4.0,2.0,4.0|1.0,4.0,3.0,3.0,2.0|1.0,2.0,3.0,3.0,3.0|4.0,3.0,4.0,0.0,1.0"
12,3.038123975865845,"3.0,2.0,4.0,0.0,3.0|1.0,0.0,2.0,4.0,3.0|3.0,1.0,3.0,3.0,1.0|3.0,4.0,3.0,2.0,3.0|4.0,0.0,0.0,2.0,1.0"
13,2.9764607468641446,"3.0,2.0,1.0,3.0,4.0|3.0,4.0,1.0,3.0,4.0|3.0,3.0,2.0,1.0,1.0|1.0,4.0,2.0,3.0,3.0|4.0,3.0,4.0,0.0,3.0"
