Individual,Fitness,RobotStructure
0,1.7785692199971794,"0.0,3.0,3.0,1.0,3.0|4.0,1.0,1.0,4.0,0.0|1.0,2.0,2.0,1.0,3.0|4.0,0.0,0.0,1.0,3.0|2.0,1.0,3.0,3.0,1.0"
1,1.3778577011758202,"0.0,4.0,1.0,1.0,4.0|3.0,2.0,2.0,1.0,3.0|1.0,0.0,4.0,2.0,4.0|4.0,2.0,4.0,1.0,3.0|4.0,2.0,4.0,3.0,2.0"
2,0.8123602921920657,"0.0,1.0,3.0,2.0,2.0|2.0,0.0,0.0,3.0,4.0|3.0,1.0,0.0,4.0,2.0|1.0,1.0,4.0,4.0,3.0|0.0,1.0,1.0,2.0,0.0"
3,0.7708880455451005,"3.0,1.0,0.0,0.0,0.0|2.0,3.0,4.0,2.0,3.0|2.0,1.0,0.0,3.0,4.0|1.0,2.0,4.0,0.0,2.0|0.0,4.0,0.0,0.0,4.0"
4,0.7631122865038781,"0.0,1.0,3.0,0.0,3.0|3.0,2.0,1.0,4.0,3.0|1.0,3.0,1.0,1.0,0.0|3.0,2.0,3.0,3.0,3.0|2.0,2.0,4.0,3.0,1.0"
5,0.715751264590794,"4.0,1.0,3.0,2.0,1.0|2.0,2.0,1.0,4.0,1.0|3.0,1.0,0.0,4.0,0.0|0.0,1.0,1.0,4.0,4.0|0.0,3.0,4.0,2.0,0.0"
6,0.6740839951741733,"2.0,1.0,3.0,0.0,2.0|1.0,0.0,4.0,4.0,4.0|0.0,1.0,3.0,2.0,3.0|1.0,1.0,4.0,4.0,3.0|2.0,1.0,1.0,0.0,1.0"
7,0.656349680093066,"0.0,4.0,0.0,1.0,4.0|3.0,2.0,1.0,0.0,2.0|1.0,0.0,2.0,3.0,3.0|4.0,0.0,0.0,1.0,3.0|3.0,2.0,0.0,3.0,1.0"
8,0.6465886000709561,"3.0,1.0,3.0,2.0,4.0|2.0,3.0,2.0,1.0,2.0|3.0,0.0,4.0,2.0,1.0|3.0,1.0,4.0,1.0,3.0|0.0,1.0,0.0,1.0,0.0"
9,0.6384108622935617,"0.0,0.0,3.0,4.0,3.0|3.0,0.0,2.0,4.0,3.0|2.0,3.0,3.0,1.0,3.0|2.0,3.0,0.0,3.0,3.0|1.0,2.0,4.0,2.0,1.0"
10,0.5681116415120108,"4.0,3.0,2.0,0.0,1.0|2.0,1.0,4.0,1.0,2.0|1.0,2.0,3.0,3.0,4.0|0.0,2.0,4.0,4.0,2.0|0.0,0.0,1.0,1.0,0.0"
11,0.5639536392093403,"3.0,2.0,3.0,2.0,2.0|2.0,0.0,1.0,4.0,2.0|0.0,1.0,0.0,4.0,2.0|3.0,1.0,3.0,2.0,2.0|3.0,4.0,1.0,2.0,0.0"
12,0.5367539907552652,"3.0,3.0,0.0,0.0,0.0|2.0,3.0,2.0,0.0,3.0|1.0,3.0,3.0,1.0,4.0|1.0,2.0,2.0,4.0,2.0|0.0,0.0,1.0,0.0,0.0"
13,0.5277801173032595,"3.0,0.0,0.0,2.0,0.0|4.0,3.0,0.0,3.0,2.0|2.0,3.0,2.0,0.0,4.0|1.0,2.0,1.0,4.0,1.0|0.0,0.0,1.0,0.0,3.0"
14,0.24721145380100196,"0.0,1.0,1.0,1.0,4.0|1.0,2.0,4.0,4.0,0.0|3.0,0.0,2.0,3.0,3.0|1.0,2.0,0.0,1.0,3.0|2.0,2.0,4.0,3.0,4.0"
15,0.1854095051667401,"4.0,0.0,3.0,2.0,3.0|1.0,3.0,2.0,3.0,2.0|2.0,4.0,3.0,2.0,2.0|0.0,1.0,4.0,3.0,0.0|0.0,1.0,0.0,1.0,0.0"
