Individual,Fitness,RobotStructure
0,2.0999537182261916,"0.0,2.0,3.0,3.0,3.0|0.0,0.0,2.0,1.0,4.0|1.0,0.0,1.0,2.0,4.0|3.0,3.0,3.0,1.0,3.0|3.0,4.0,0.0,3.0,1.0"
1,2.0472176678650884,"0.0,0.0,2.0,3.0,3.0|0.0,0.0,2.0,0.0,4.0|2.0,3.0,0.0,2.0,4.0|3.0,3.0,3.0,1.0,3.0|3.0,2.0,0.0,3.0,1.0"
2,2.0265223238063355,"0.0,4.0,3.0,3.0,0.0|0.0,0.0,2.0,3.0,4.0|2.0,0.0,0.0,2.0,4.0|4.0,3.0,3.0,4.0,3.0|3.0,2.0,0.0,3.0,2.0"
3,2.0066531996578187,"0.0,0.0,0.0,2.0,3.0|3.0,0.0,2.0,0.0,4.0|1.0,0.0,2.0,0.0,4.0|3.0,1.0,3.0,4.0,3.0|3.0,3.0,0.0,0.0,2.0"
4,1.916586704422032,"0.0,0.0,3.0,3.0,3.0|3.0,0.0,2.0,1.0,3.0|1.0,0.0,0.0,1.0,4.0|4.0,3.0,3.0,3.0,3.0|3.0,2.0,0.0,3.0,2.0"
5,1.6464137583814906,"4.0,0.0,0.0,2.0,3.0|3.0,0.0,2.0,1.0,4.0|1.0,1.0,1.0,2.0,4.0|3.0,1.0,3.0,4.0,3.0|3.0,3.0,0.0,0.0,2.0"
6,1.5504542700099033,"0.0,0.0,0.0,2.0,4.0|3.0,0.0,2.0,0.0,4.0|2.0,0.0,1.0,2.0,4.0|3.0,3.0,3.0,4.0,3.0|3.0,0.0,0.0,0.0,0.0"
7,1.547076526954839,"0.0,4.0,3.0,3.0,0.0|0.0,0.0,2.0,3.0,4.0|2.0,0.0,0.0,2.0,1.0|3.0,1.0,3.0,3.0,3.0|3.0,3.0,0.0,3.0,2.0"
8,1.4846819682489758,"2.0,0.0,3.0,2.0,3.0|3.0,0.0,2.0,0.0,4.0|1.0,0.0,1.0,2.0,4.0|2.0,1.0,3.0,4.0,1.0|3.0,3.0,0.0,3.0,2.0"
9,1.452908868323546,"0.0,0.0,0.0,2.0,3.0|3.0,0.0,2.0,1.0,3.0|2.0,0.0,3.0,0.0,4.0|3.0,4.0,1.0,4.0,3.0|1.0,4.0,0.0,0.0,0.0"
10,1.4283545324053248,"0.0,2.0,2.0,3.0,4.0|3.0,0.0,2.0,0.0,4.0|1.0,2.0,2.0,1.0,4.0|3.0,3.0,4.0,3.0,3.0|3.0,2.0,0.0,3.0,2.0"
11,1.4232158784406965,"0.0,0.0,1.0,2.0,4.0|3.0,0.0,2.0,1.0,4.0|1.0,0.0,2.0,2.0,4.0|3.0,3.0,3.0,3.0,3.0|3.0,2.0,0.0,3.0,2.0"
12,1.3971351516796573,"0.0,0.0,3.0,3.0,1.0|0.0,0.0,2.0,0.0,4.0|1.0,3.0,0.0,0.0,4.0|3.0,4.0,3.0,4.0,3.0|3.0,3.0,0.0,3.0,2.0"
13,1.3198102682296016,"0.0,0.0,3.0,3.0,3.0|3.0,0.0,2.0,2.0,3.0|2.0,0.0,0.0,1.0,4.0|2.0,3.0,3.0,4.0,3.0|3.0,2.0,0.0,3.0,2.0"
14,1.2863492389904176,"0.0,1.0,0.0,2.0,3.0|0.0,2.0,2.0,2.0,4.0|2.0,0.0,1.0,0.0,4.0|4.0,4.0,3.0,1.0,1.0|3.0,3.0,0.0,0.0,3.0"
15,1.2740087875169899,"3.0,0.0,3.0,2.0,3.0|3.0,4.0,2.0,1.0,4.0|2.0,1.0,0.0,0.0,4.0|3.0,1.0,3.0,4.0,3.0|3.0,3.0,0.0,3.0,2.0"
16,1.270039620515714,"0.0,0.0,0.0,3.0,3.0|0.0,0.0,4.0,0.0,4.0|0.0,1.0,1.0,2.0,4.0|3.0,3.0,3.0,4.0,3.0|3.0,2.0,0.0,4.0,1.0"
17,1.1832682678916226,"0.0,3.0,3.0,2.0,4.0|2.0,0.0,3.0,0.0,3.0|1.0,0.0,1.0,2.0,4.0|3.0,3.0,3.0,4.0,1.0|3.0,3.0,0.0,3.0,2.0"
18,1.1650160061304198,"0.0,0.0,2.0,3.0,3.0|0.0,0.0,3.0,0.0,4.0|2.0,3.0,0.0,2.0,4.0|3.0,3.0,3.0,4.0,3.0|2.0,2.0,0.0,3.0,2.0"
19,1.1633587861170103,"0.0,2.0,3.0,2.0,3.0|3.0,3.0,2.0,1.0,1.0|1.0,2.0,1.0,0.0,4.0|0.0,3.0,3.0,3.0,3.0|3.0,2.0,0.0,3.0,2.0"
20,1.161537829451809,"0.0,4.0,3.0,3.0,0.0|3.0,0.0,2.0,3.0,0.0|1.0,0.0,0.0,1.0,1.0|4.0,1.0,3.0,3.0,3.0|3.0,2.0,0.0,3.0,2.0"
