Individual,Fitness,RobotStructure
0,1.041968437211339,"0.0,2.0,2.0,0.0,1.0|0.0,3.0,3.0,3.0,2.0|0.0,1.0,1.0,2.0,0.0|2.0,4.0,0.0,2.0,1.0|1.0,3.0,3.0,3.0,1.0"
1,0.9207712951549731,"2.0,0.0,3.0,1.0,2.0|3.0,2.0,3.0,4.0,0.0|4.0,4.0,0.0,3.0,0.0|2.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
2,0.641024120670908,"2.0,0.0,3.0,1.0,2.0|3.0,2.0,3.0,2.0,0.0|4.0,1.0,0.0,3.0,0.0|1.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
3,0.5841174482755066,"2.0,0.0,3.0,1.0,2.0|3.0,2.0,3.0,2.0,4.0|4.0,0.0,0.0,3.0,0.0|0.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
4,0.5504737041610837,"4.0,4.0,4.0,4.0,0.0|4.0,0.0,0.0,3.0,0.0|1.0,0.0,0.0,2.0,3.0|4.0,2.0,1.0,3.0,2.0|2.0,0.0,0.0,3.0,0.0"
5,0.5392118303731597,"2.0,0.0,4.0,1.0,2.0|3.0,2.0,3.0,2.0,0.0|4.0,1.0,1.0,3.0,0.0|1.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
6,0.5386747415113445,"0.0,0.0,2.0,0.0,4.0|0.0,4.0,1.0,0.0,4.0|1.0,3.0,3.0,2.0,4.0|0.0,1.0,0.0,1.0,4.0|0.0,4.0,2.0,0.0,0.0"
7,0.5385855362311136,"0.0,2.0,2.0,0.0,1.0|0.0,3.0,3.0,3.0,2.0|0.0,1.0,1.0,2.0,3.0|2.0,4.0,0.0,2.0,1.0|1.0,1.0,3.0,3.0,1.0"
8,0.5218568201413915,"0.0,2.0,4.0,0.0,3.0|4.0,4.0,4.0,0.0,1.0|4.0,0.0,4.0,0.0,2.0|0.0,0.0,2.0,1.0,3.0|0.0,0.0,2.0,4.0,0.0"
9,0.4167863982771849,"0.0,0.0,2.0,0.0,1.0|0.0,4.0,1.0,0.0,4.0|1.0,1.0,3.0,2.0,4.0|0.0,4.0,0.0,1.0,0.0|0.0,0.0,0.0,0.0,0.0"
10,0.38489216312462976,"2.0,0.0,3.0,1.0,2.0|3.0,2.0,3.0,2.0,0.0|4.0,4.0,0.0,3.0,0.0|2.0,0.0,1.0,1.0,0.0|0.0,3.0,3.0,1.0,3.0"
11,0.3837303172335263,"2.0,0.0,3.0,1.0,2.0|3.0,2.0,3.0,2.0,0.0|4.0,0.0,0.0,3.0,0.0|2.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
12,0.3165887599407215,"0.0,0.0,2.0,0.0,4.0|0.0,4.0,1.0,0.0,4.0|1.0,1.0,3.0,2.0,4.0|0.0,4.0,0.0,1.0,4.0|0.0,0.0,0.0,0.0,0.0"
13,0.29463451370828214,"4.0,4.0,4.0,4.0,0.0|3.0,0.0,0.0,2.0,0.0|1.0,0.0,1.0,2.0,3.0|4.0,4.0,1.0,3.0,2.0|2.0,0.0,0.0,1.0,0.0"
14,0.26692947209905293,"0.0,0.0,3.0,1.0,2.0|3.0,2.0,3.0,2.0,0.0|0.0,1.0,0.0,3.0,0.0|1.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
15,0.24829800022478238,"2.0,1.0,3.0,1.0,2.0|3.0,2.0,3.0,2.0,0.0|4.0,1.0,0.0,3.0,0.0|1.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,3.0,3.0"
16,0.23706829393391354,"4.0,3.0,4.0,4.0,0.0|4.0,0.0,0.0,2.0,0.0|1.0,4.0,0.0,2.0,3.0|4.0,4.0,1.0,3.0,2.0|2.0,0.0,0.0,1.0,0.0"
17,0.22479653414668582,"4.0,4.0,4.0,4.0,0.0|4.0,0.0,0.0,2.0,0.0|1.0,0.0,0.0,2.0,3.0|4.0,4.0,1.0,3.0,2.0|2.0,0.0,0.0,1.0,0.0"
18,0.2196417585888883,"4.0,4.0,0.0,4.0,0.0|4.0,0.0,0.0,1.0,0.0|1.0,0.0,0.0,2.0,3.0|4.0,4.0,1.0,3.0,2.0|2.0,0.0,0.0,0.0,0.0"
19,0.21945360658570934,"0.0,0.0,2.0,0.0,1.0|0.0,4.0,1.0,0.0,4.0|1.0,3.0,3.0,2.0,4.0|0.0,1.0,0.0,1.0,4.0|0.0,3.0,2.0,0.0,0.0"
20,0.2167720103808961,"4.0,4.0,0.0,4.0,0.0|4.0,0.0,0.0,3.0,0.0|1.0,0.0,1.0,2.0,3.0|4.0,4.0,1.0,3.0,2.0|2.0,0.0,0.0,0.0,0.0"
21,0.19913264478260295,"4.0,4.0,0.0,4.0,0.0|4.0,1.0,4.0,1.0,0.0|1.0,0.0,0.0,2.0,3.0|4.0,4.0,1.0,3.0,2.0|2.0,0.0,0.0,0.0,0.0"
22,0.19094590837919828,"0.0,2.0,2.0,0.0,1.0|0.0,3.0,3.0,3.0,2.0|0.0,4.0,1.0,2.0,3.0|2.0,0.0,0.0,2.0,1.0|1.0,1.0,3.0,3.0,1.0"
23,0.08931213400697002,"0.0,0.0,2.0,0.0,4.0|0.0,4.0,1.0,0.0,4.0|1.0,3.0,3.0,2.0,4.0|0.0,4.0,0.0,1.0,0.0|0.0,4.0,1.0,0.0,0.0"
24,0.07599932727341147,"4.0,4.0,4.0,4.0,0.0|4.0,0.0,0.0,3.0,0.0|1.0,0.0,0.0,2.0,3.0|4.0,4.0,1.0,3.0,2.0|2.0,0.0,0.0,0.0,0.0"
25,0.05544026351654752,"0.0,0.0,2.0,0.0,4.0|0.0,4.0,1.0,0.0,4.0|1.0,3.0,4.0,2.0,4.0|0.0,1.0,0.0,1.0,0.0|0.0,4.0,1.0,0.0,0.0"
26,0.05208172945057826,"4.0,4.0,4.0,4.0,0.0|4.0,0.0,0.0,3.0,0.0|1.0,0.0,0.0,2.0,3.0|4.0,4.0,2.0,3.0,2.0|4.0,0.0,0.0,0.0,0.0"
27,0.013681883200024003,"0.0,0.0,2.0,0.0,4.0|0.0,3.0,1.0,0.0,4.0|1.0,1.0,3.0,2.0,4.0|0.0,4.0,3.0,1.0,4.0|0.0,0.0,0.0,0.0,0.0"
28,-0.025045699588454762,"4.0,4.0,4.0,4.0,0.0|4.0,0.0,0.0,2.0,2.0|1.0,0.0,0.0,2.0,1.0|4.0,4.0,1.0,3.0,2.0|2.0,0.0,0.0,1.0,0.0"
29,-0.12094777603280055,"0.0,2.0,2.0,0.0,1.0|0.0,3.0,0.0,3.0,2.0|0.0,1.0,1.0,1.0,3.0|2.0,4.0,0.0,2.0,1.0|1.0,1.0,3.0,3.0,1.0"
