Individual,Fitness,RobotStructure
0,4.822448457522938,"3.0,3.0,4.0,0.0,0.0|2.0,1.0,3.0,4.0,0.0|1.0,3.0,2.0,4.0,3.0|3.0,3.0,3.0,3.0,3.0|4.0,0.0,0.0,2.0,3.0"
1,4.439947572169644,"3.0,3.0,1.0,0.0,0.0|2.0,1.0,3.0,4.0,0.0|1.0,3.0,0.0,4.0,3.0|3.0,3.0,3.0,3.0,3.0|4.0,0.0,0.0,2.0,3.0"
2,4.372531113431441,"2.0,3.0,4.0,0.0,0.0|2.0,1.0,3.0,4.0,0.0|1.0,3.0,0.0,1.0,4.0|3.0,3.0,3.0,3.0,3.0|4.0,0.0,0.0,2.0,3.0"
3,4.348739594201866,"2.0,3.0,4.0,0.0,0.0|0.0,2.0,3.0,4.0,0.0|0.0,3.0,1.0,1.0,4.0|3.0,3.0,1.0,3.0,3.0|4.0,0.0,0.0,1.0,3.0"
4,4.262481318296436,"2.0,3.0,4.0,0.0,0.0|0.0,2.0,3.0,4.0,0.0|0.0,3.0,1.0,1.0,4.0|4.0,3.0,4.0,3.0,3.0|4.0,0.0,0.0,1.0,3.0"
5,4.184247066012864,"2.0,3.0,4.0,0.0,0.0|0.0,1.0,3.0,4.0,0.0|1.0,3.0,0.0,1.0,1.0|4.0,3.0,1.0,3.0,3.0|4.0,0.0,0.0,2.0,3.0"
6,4.183818467948005,"3.0,3.0,4.0,0.0,0.0|2.0,1.0,3.0,4.0,0.0|1.0,3.0,0.0,1.0,3.0|3.0,3.0,3.0,3.0,3.0|4.0,0.0,0.0,2.0,3.0"
7,4.1828965970443015,"3.0,3.0,4.0,0.0,0.0|2.0,1.0,3.0,4.0,0.0|1.0,3.0,1.0,1.0,3.0|3.0,4.0,3.0,3.0,3.0|4.0,0.0,0.0,2.0,3.0"
8,4.181200755493234,"2.0,3.0,4.0,0.0,0.0|0.0,1.0,3.0,4.0,0.0|1.0,3.0,1.0,1.0,4.0|3.0,3.0,1.0,3.0,3.0|4.0,0.0,0.0,1.0,3.0"
9,4.180312222584492,"1.0,3.0,2.0,0.0,0.0|0.0,1.0,3.0,4.0,0.0|1.0,3.0,0.0,4.0,1.0|4.0,3.0,1.0,3.0,1.0|4.0,0.0,0.0,2.0,3.0"
10,4.166063521166534,"1.0,3.0,2.0,0.0,0.0|0.0,1.0,3.0,4.0,0.0|1.0,3.0,0.0,4.0,1.0|4.0,3.0,1.0,3.0,3.0|4.0,0.0,0.0,1.0,3.0"
11,3.870588206318149,"2.0,3.0,4.0,0.0,0.0|0.0,2.0,3.0,4.0,0.0|1.0,3.0,1.0,1.0,4.0|4.0,3.0,4.0,3.0,3.0|4.0,0.0,0.0,2.0,3.0"
12,3.8142035463930646,"3.0,1.0,4.0,0.0,0.0|2.0,0.0,3.0,4.0,0.0|1.0,3.0,2.0,4.0,3.0|3.0,3.0,3.0,3.0,3.0|4.0,0.0,0.0,2.0,3.0"
13,3.809313825323057,"2.0,3.0,4.0,0.0,0.0|0.0,2.0,3.0,4.0,0.0|0.0,2.0,4.0,1.0,4.0|3.0,3.0,1.0,3.0,3.0|4.0,0.0,0.0,1.0,3.0"
14,3.7075848994658545,"3.0,3.0,1.0,0.0,0.0|2.0,1.0,3.0,4.0,0.0|1.0,3.0,2.0,4.0,3.0|3.0,3.0,3.0,3.0,3.0|4.0,0.0,2.0,2.0,3.0"
15,3.4027766856752817,"2.0,3.0,4.0,0.0,0.0|0.0,2.0,3.0,4.0,0.0|4.0,3.0,1.0,4.0,4.0|4.0,3.0,4.0,3.0,3.0|4.0,0.0,0.0,1.0,3.0"
16,3.2082274165956144,"2.0,3.0,4.0,0.0,0.0|4.0,1.0,3.0,4.0,0.0|1.0,3.0,0.0,1.0,4.0|3.0,3.0,3.0,3.0,3.0|4.0,0.0,0.0,2.0,1.0"
17,3.0175460381523,"3.0,3.0,4.0,0.0,0.0|2.0,0.0,3.0,4.0,0.0|1.0,3.0,2.0,4.0,3.0|3.0,3.0,3.0,3.0,3.0|4.0,2.0,0.0,2.0,3.0"
18,2.970105808679345,"1.0,3.0,2.0,0.0,0.0|0.0,1.0,3.0,4.0,0.0|4.0,3.0,0.0,4.0,1.0|3.0,3.0,1.0,3.0,3.0|4.0,0.0,0.0,1.0,3.0"
19,2.9408187862686277,"4.0,3.0,0.0,0.0,0.0|0.0,1.0,3.0,4.0,0.0|1.0,3.0,1.0,1.0,4.0|3.0,3.0,1.0,3.0,3.0|4.0,0.0,0.0,1.0,3.0"
20,2.307492781983614,"3.0,3.0,4.0,0.0,0.0|2.0,1.0,3.0,4.0,0.0|1.0,3.0,1.0,3.0,3.0|3.0,4.0,3.0,3.0,3.0|1.0,0.0,0.0,2.0,3.0"
21,2.1640830635400388,"2.0,3.0,4.0,0.0,0.0|0.0,2.0,3.0,4.0,0.0|0.0,3.0,1.0,2.0,4.0|3.0,3.0,1.0,2.0,3.0|4.0,0.0,0.0,1.0,3.0"
22,1.8721200685147774,"2.0,3.0,4.0,0.0,0.0|0.0,1.0,3.0,4.0,0.0|1.0,3.0,0.0,1.0,1.0|4.0,3.0,1.0,3.0,2.0|4.0,0.0,4.0,2.0,3.0"
23,1.839267434145907,"1.0,3.0,2.0,0.0,0.0|0.0,1.0,3.0,4.0,0.0|1.0,3.0,0.0,4.0,4.0|4.0,2.0,1.0,3.0,1.0|4.0,0.0,0.0,2.0,3.0"
24,1.4897584986378123,"1.0,3.0,2.0,0.0,0.0|0.0,1.0,3.0,1.0,0.0|1.0,2.0,0.0,4.0,1.0|4.0,3.0,1.0,3.0,3.0|4.0,0.0,0.0,1.0,3.0"
25,1.1969344371279662,"3.0,3.0,4.0,0.0,0.0|2.0,1.0,3.0,4.0,0.0|1.0,3.0,1.0,1.0,3.0|3.0,4.0,3.0,3.0,3.0|4.0,4.0,2.0,2.0,3.0"
26,0.580283150042548,"3.0,3.0,2.0,0.0,0.0|0.0,1.0,3.0,4.0,0.0|1.0,3.0,0.0,4.0,1.0|4.0,3.0,0.0,3.0,1.0|4.0,0.0,0.0,2.0,3.0"
27,-0.7433756180336473,"3.0,2.0,4.0,0.0,0.0|2.0,2.0,3.0,4.0,0.0|1.0,3.0,2.0,4.0,3.0|3.0,3.0,3.0,3.0,3.0|4.0,0.0,0.0,2.0,3.0"
28,-0.9135503873187223,"2.0,3.0,4.0,0.0,0.0|2.0,1.0,3.0,4.0,0.0|1.0,3.0,1.0,1.0,4.0|3.0,3.0,3.0,3.0,3.0|4.0,2.0,0.0,2.0,3.0"
29,-3.5741279262425603,"2.0,3.0,0.0,0.0,0.0|0.0,2.0,3.0,4.0,0.0|0.0,3.0,1.0,1.0,4.0|4.0,3.0,4.0,3.0,3.0|3.0,0.0,0.0,1.0,3.0"
