Individual,Fitness,RobotStructure
0,1.1693755386898605,"0.0,3.0,2.0,3.0,0.0|4.0,4.0,1.0,4.0,0.0|1.0,4.0,3.0,3.0,0.0|0.0,2.0,3.0,1.0,0.0|3.0,1.0,0.0,3.0,0.0"
1,1.1638529727697777,"0.0,3.0,2.0,3.0,0.0|4.0,4.0,1.0,4.0,0.0|0.0,4.0,3.0,3.0,0.0|2.0,2.0,3.0,1.0,0.0|2.0,1.0,0.0,3.0,0.0"
2,1.1452748260630365,"3.0,3.0,0.0,3.0,0.0|4.0,4.0,1.0,3.0,2.0|0.0,4.0,2.0,3.0,0.0|0.0,2.0,1.0,1.0,0.0|3.0,3.0,0.0,3.0,0.0"
3,1.1385603809145042,"0.0,3.0,2.0,3.0,0.0|4.0,4.0,1.0,4.0,0.0|0.0,4.0,3.0,3.0,0.0|0.0,2.0,3.0,1.0,0.0|1.0,1.0,0.0,3.0,0.0"
4,1.1020471793087425,"0.0,3.0,4.0,3.0,0.0|4.0,4.0,1.0,3.0,2.0|0.0,4.0,2.0,3.0,0.0|0.0,2.0,1.0,1.0,0.0|3.0,3.0,0.0,3.0,0.0"
5,1.092852644997483,"3.0,3.0,1.0,0.0,0.0|4.0,4.0,1.0,3.0,0.0|1.0,4.0,3.0,3.0,0.0|0.0,2.0,3.0,1.0,0.0|3.0,1.0,0.0,3.0,0.0"
6,1.0086339791318077,"0.0,3.0,1.0,3.0,4.0|4.0,4.0,1.0,3.0,0.0|1.0,4.0,3.0,3.0,0.0|0.0,2.0,3.0,1.0,0.0|3.0,4.0,0.0,3.0,0.0"
7,0.9901183274779292,"0.0,3.0,1.0,3.0,0.0|3.0,4.0,1.0,3.0,0.0|1.0,4.0,3.0,3.0,0.0|0.0,2.0,2.0,1.0,0.0|3.0,3.0,0.0,3.0,0.0"
8,0.9722896726584286,"0.0,0.0,4.0,3.0,0.0|0.0,2.0,0.0,3.0,3.0|0.0,1.0,0.0,2.0,4.0|0.0,2.0,2.0,4.0,4.0|0.0,1.0,2.0,0.0,2.0"
9,0.9648966153679303,"0.0,3.0,1.0,3.0,0.0|4.0,4.0,1.0,3.0,0.0|1.0,4.0,3.0,3.0,0.0|0.0,2.0,3.0,1.0,0.0|3.0,1.0,0.0,3.0,0.0"
10,0.9634031088052123,"0.0,0.0,4.0,3.0,3.0|0.0,2.0,0.0,3.0,1.0|0.0,1.0,0.0,2.0,4.0|0.0,2.0,2.0,4.0,4.0|0.0,1.0,2.0,0.0,2.0"
11,0.9436908644591808,"3.0,3.0,0.0,3.0,0.0|4.0,4.0,0.0,3.0,1.0|0.0,4.0,2.0,3.0,0.0|0.0,2.0,1.0,1.0,0.0|3.0,3.0,0.0,3.0,0.0"
12,0.9254153756885098,"0.0,0.0,4.0,4.0,0.0|0.0,2.0,0.0,2.0,3.0|0.0,1.0,0.0,2.0,4.0|0.0,2.0,2.0,4.0,4.0|0.0,1.0,2.0,0.0,2.0"
13,0.9132883547477709,"0.0,0.0,4.0,1.0,0.0|0.0,2.0,0.0,3.0,3.0|0.0,1.0,0.0,2.0,4.0|0.0,2.0,2.0,4.0,4.0|0.0,1.0,2.0,0.0,1.0"
14,0.8977318323365746,"3.0,3.0,0.0,1.0,0.0|4.0,4.0,1.0,3.0,2.0|0.0,4.0,2.0,3.0,0.0|0.0,2.0,1.0,1.0,0.0|3.0,3.0,0.0,2.0,0.0"
15,0.7890781079269015,"0.0,0.0,4.0,3.0,4.0|0.0,4.0,0.0,3.0,3.0|0.0,1.0,0.0,2.0,4.0|0.0,2.0,2.0,4.0,4.0|0.0,1.0,2.0,0.0,2.0"
16,0.5691342250267847,"0.0,3.0,1.0,1.0,0.0|3.0,4.0,1.0,3.0,0.0|1.0,4.0,3.0,3.0,0.0|0.0,2.0,2.0,1.0,0.0|3.0,3.0,0.0,2.0,0.0"
17,0.5646854106144613,"0.0,0.0,1.0,3.0,0.0|1.0,2.0,0.0,3.0,3.0|0.0,1.0,0.0,2.0,4.0|0.0,2.0,2.0,4.0,4.0|0.0,1.0,2.0,0.0,2.0"
18,0.427711565167731,"0.0,3.0,2.0,3.0,0.0|4.0,4.0,1.0,4.0,0.0|0.0,4.0,3.0,3.0,1.0|0.0,2.0,3.0,1.0,0.0|1.0,1.0,0.0,3.0,4.0"
19,0.42634083895040065,"3.0,3.0,3.0,1.0,0.0|4.0,4.0,1.0,3.0,2.0|0.0,4.0,2.0,3.0,0.0|0.0,2.0,1.0,2.0,0.0|3.0,3.0,0.0,2.0,0.0"
20,0.3585159111880213,"3.0,3.0,0.0,1.0,0.0|4.0,4.0,1.0,3.0,2.0|0.0,4.0,2.0,3.0,0.0|0.0,2.0,1.0,1.0,0.0|3.0,3.0,0.0,1.0,4.0"
21,0.3400753145257236,"3.0,3.0,0.0,1.0,0.0|4.0,4.0,1.0,3.0,2.0|0.0,4.0,4.0,3.0,0.0|0.0,2.0,1.0,1.0,1.0|3.0,3.0,0.0,2.0,0.0"
22,0.3250768822689395,"0.0,3.0,1.0,3.0,4.0|4.0,4.0,1.0,3.0,0.0|1.0,1.0,3.0,3.0,3.0|0.0,2.0,3.0,1.0,0.0|3.0,4.0,0.0,3.0,0.0"
23,0.19826287319182,"0.0,3.0,1.0,3.0,0.0|3.0,4.0,1.0,3.0,0.0|1.0,4.0,3.0,3.0,0.0|4.0,2.0,2.0,1.0,0.0|3.0,4.0,0.0,3.0,0.0"
24,0.08108652511142889,"3.0,3.0,0.0,1.0,0.0|4.0,4.0,1.0,3.0,2.0|0.0,1.0,2.0,3.0,0.0|0.0,2.0,1.0,1.0,0.0|3.0,3.0,4.0,2.0,0.0"
25,-0.011083196151917829,"0.0,1.0,4.0,3.0,0.0|0.0,2.0,0.0,3.0,3.0|0.0,1.0,0.0,2.0,4.0|0.0,2.0,2.0,4.0,2.0|0.0,1.0,2.0,0.0,2.0"
26,-0.02562832031348733,"3.0,3.0,0.0,1.0,4.0|4.0,4.0,1.0,3.0,2.0|0.0,4.0,2.0,3.0,0.0|0.0,2.0,1.0,4.0,0.0|3.0,3.0,0.0,2.0,0.0"
27,-0.05423112186640705,"0.0,3.0,1.0,3.0,3.0|4.0,4.0,1.0,3.0,0.0|1.0,4.0,3.0,3.0,0.0|0.0,2.0,3.0,1.0,0.0|3.0,4.0,4.0,3.0,0.0"
28,-0.10883796430049542,"3.0,1.0,1.0,0.0,0.0|4.0,4.0,1.0,2.0,0.0|1.0,4.0,3.0,3.0,0.0|0.0,2.0,3.0,1.0,0.0|3.0,1.0,0.0,3.0,0.0"
29,-0.14712183641301313,"0.0,3.0,2.0,3.0,0.0|4.0,4.0,1.0,0.0,0.0|1.0,4.0,3.0,3.0,3.0|0.0,2.0,3.0,1.0,0.0|3.0,1.0,0.0,3.0,0.0"
