Individual,Fitness,RobotStructure
0,2.2334282406397477,"3.0,2.0,3.0,0.0,0.0|3.0,3.0,3.0,0.0,0.0|0.0,2.0,2.0,4.0,1.0|2.0,3.0,2.0,3.0,3.0|3.0,3.0,3.0,0.0,3.0"
1,2.225727406669052,"3.0,2.0,1.0,0.0,0.0|3.0,3.0,3.0,3.0,0.0|0.0,0.0,1.0,4.0,1.0|2.0,3.0,2.0,3.0,3.0|2.0,3.0,3.0,0.0,3.0"
2,2.211896708143883,"0.0,2.0,3.0,0.0,0.0|2.0,3.0,4.0,3.0,0.0|2.0,3.0,1.0,4.0,1.0|2.0,3.0,2.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
3,2.1956682938564955,"0.0,2.0,3.0,0.0,0.0|2.0,3.0,1.0,3.0,1.0|3.0,2.0,1.0,4.0,4.0|1.0,1.0,4.0,3.0,3.0|4.0,3.0,3.0,3.0,3.0"
4,2.177815547946957,"0.0,2.0,3.0,0.0,0.0|2.0,3.0,3.0,3.0,0.0|3.0,3.0,1.0,4.0,1.0|2.0,3.0,2.0,3.0,3.0|3.0,3.0,3.0,0.0,3.0"
5,2.150011772975577,"0.0,2.0,0.0,4.0,0.0|2.0,2.0,1.0,3.0,0.0|3.0,1.0,1.0,4.0,0.0|1.0,1.0,4.0,4.0,3.0|4.0,3.0,3.0,3.0,3.0"
6,2.131098187344377,"0.0,2.0,1.0,2.0,0.0|1.0,2.0,3.0,1.0,3.0|3.0,2.0,1.0,4.0,4.0|1.0,1.0,4.0,3.0,3.0|4.0,3.0,3.0,3.0,3.0"
7,2.1258972691504403,"0.0,3.0,3.0,3.0,0.0|3.0,1.0,4.0,3.0,0.0|0.0,2.0,2.0,4.0,3.0|2.0,3.0,4.0,2.0,3.0|4.0,0.0,0.0,3.0,3.0"
8,2.1137895543541356,"2.0,2.0,3.0,0.0,0.0|2.0,3.0,4.0,0.0,0.0|0.0,2.0,1.0,4.0,1.0|3.0,3.0,2.0,3.0,3.0|3.0,3.0,0.0,0.0,3.0"
9,2.0922278165103734,"0.0,0.0,0.0,2.0,0.0|1.0,2.0,1.0,1.0,0.0|3.0,2.0,1.0,4.0,0.0|1.0,1.0,4.0,4.0,3.0|4.0,3.0,3.0,3.0,3.0"
10,2.087681944003108,"0.0,2.0,3.0,0.0,0.0|3.0,1.0,3.0,3.0,0.0|0.0,3.0,1.0,4.0,0.0|2.0,1.0,4.0,3.0,3.0|4.0,3.0,3.0,3.0,3.0"
11,2.0668075063486806,"0.0,2.0,3.0,0.0,0.0|1.0,2.0,1.0,3.0,0.0|0.0,2.0,2.0,4.0,1.0|2.0,1.0,4.0,2.0,3.0|4.0,0.0,3.0,3.0,3.0"
12,2.046783982267169,"0.0,3.0,1.0,0.0,0.0|1.0,3.0,4.0,3.0,0.0|0.0,2.0,1.0,4.0,1.0|2.0,0.0,4.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
13,2.0158544956506694,"0.0,2.0,1.0,0.0,0.0|0.0,2.0,1.0,1.0,0.0|3.0,2.0,2.0,4.0,4.0|1.0,3.0,4.0,4.0,3.0|4.0,3.0,3.0,3.0,3.0"
14,1.9950078034756529,"0.0,3.0,3.0,1.0,0.0|3.0,3.0,2.0,2.0,0.0|0.0,2.0,2.0,4.0,4.0|2.0,4.0,4.0,2.0,1.0|3.0,3.0,3.0,3.0,3.0"
15,1.9772454628353773,"0.0,3.0,1.0,1.0,0.0|3.0,1.0,4.0,1.0,0.0|3.0,2.0,1.0,4.0,0.0|2.0,0.0,4.0,1.0,3.0|4.0,3.0,3.0,3.0,3.0"
16,1.9205216935443528,"0.0,2.0,3.0,0.0,0.0|0.0,3.0,2.0,3.0,0.0|0.0,2.0,1.0,4.0,1.0|2.0,1.0,4.0,3.0,3.0|4.0,0.0,3.0,4.0,3.0"
17,1.9169482827931548,"0.0,3.0,2.0,0.0,0.0|3.0,1.0,4.0,3.0,0.0|3.0,2.0,2.0,4.0,3.0|2.0,3.0,3.0,3.0,3.0|4.0,3.0,0.0,3.0,2.0"
18,1.8174635130222894,"0.0,2.0,3.0,0.0,0.0|2.0,3.0,3.0,3.0,0.0|0.0,3.0,1.0,4.0,1.0|3.0,1.0,4.0,3.0,3.0|3.0,3.0,3.0,0.0,3.0"
19,1.700640112856467,"3.0,4.0,1.0,3.0,0.0|1.0,2.0,4.0,1.0,3.0|3.0,2.0,2.0,4.0,4.0|1.0,1.0,4.0,3.0,3.0|4.0,3.0,3.0,3.0,3.0"
20,1.605946510926287,"0.0,3.0,3.0,3.0,4.0|2.0,1.0,4.0,3.0,0.0|0.0,2.0,2.0,4.0,3.0|2.0,3.0,4.0,3.0,3.0|3.0,0.0,0.0,0.0,3.0"
21,1.4305160903306564,"3.0,4.0,1.0,1.0,0.0|1.0,3.0,2.0,1.0,0.0|3.0,2.0,1.0,4.0,4.0|2.0,4.0,2.0,3.0,1.0|3.0,3.0,3.0,3.0,3.0"
22,1.353256207468164,"2.0,3.0,3.0,0.0,0.0|3.0,3.0,4.0,4.0,0.0|0.0,0.0,0.0,4.0,3.0|2.0,3.0,4.0,3.0,2.0|3.0,3.0,0.0,3.0,3.0"
23,1.343008197587294,"3.0,2.0,0.0,4.0,4.0|2.0,2.0,4.0,3.0,0.0|3.0,2.0,1.0,4.0,1.0|1.0,1.0,4.0,4.0,3.0|4.0,3.0,3.0,3.0,3.0"
24,1.333901214348929,"0.0,2.0,3.0,0.0,0.0|2.0,0.0,4.0,3.0,0.0|2.0,3.0,1.0,4.0,2.0|2.0,3.0,2.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
25,1.300095090860251,"4.0,2.0,1.0,1.0,0.0|3.0,2.0,2.0,1.0,0.0|3.0,3.0,2.0,4.0,4.0|2.0,1.0,4.0,0.0,3.0|4.0,3.0,3.0,3.0,3.0"
26,1.2913714918813208,"0.0,2.0,3.0,0.0,0.0|2.0,3.0,1.0,3.0,0.0|0.0,2.0,1.0,4.0,3.0|2.0,1.0,4.0,3.0,3.0|4.0,2.0,3.0,4.0,3.0"
27,1.247942433149961,"0.0,3.0,3.0,0.0,0.0|1.0,2.0,3.0,2.0,2.0|3.0,2.0,0.0,4.0,4.0|4.0,0.0,4.0,4.0,3.0|2.0,2.0,3.0,3.0,3.0"
28,1.2469832701371493,"1.0,2.0,0.0,0.0,0.0|1.0,2.0,1.0,3.0,0.0|3.0,1.0,1.0,4.0,1.0|2.0,1.0,4.0,2.0,3.0|4.0,0.0,3.0,2.0,3.0"
29,1.2374235537618299,"0.0,2.0,1.0,2.0,0.0|2.0,3.0,4.0,0.0,3.0|2.0,2.0,2.0,4.0,1.0|1.0,1.0,4.0,3.0,3.0|4.0,3.0,3.0,3.0,3.0"
