Individual,Fitness,RobotStructure
0,2.164623508861577,"0.0,1.0,0.0,1.0,0.0|2.0,2.0,3.0,4.0,0.0|3.0,3.0,4.0,4.0,2.0|2.0,1.0,2.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
1,2.149006032097049,"1.0,1.0,0.0,1.0,0.0|0.0,2.0,1.0,3.0,0.0|3.0,3.0,1.0,4.0,3.0|0.0,1.0,4.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
2,2.135807811069752,"3.0,0.0,0.0,0.0,0.0|2.0,1.0,1.0,3.0,0.0|3.0,3.0,4.0,4.0,2.0|3.0,1.0,2.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
3,2.1325624557431677,"3.0,1.0,0.0,0.0,0.0|0.0,1.0,1.0,3.0,0.0|0.0,3.0,4.0,4.0,2.0|3.0,1.0,4.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
4,2.1087033550916385,"3.0,1.0,0.0,1.0,0.0|3.0,2.0,1.0,3.0,0.0|3.0,3.0,4.0,4.0,2.0|2.0,1.0,4.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
5,2.1055747732607784,"2.0,1.0,4.0,0.0,0.0|2.0,2.0,0.0,4.0,0.0|3.0,3.0,4.0,4.0,2.0|3.0,1.0,2.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
6,2.104986623854311,"0.0,1.0,0.0,1.0,3.0|2.0,2.0,3.0,4.0,0.0|3.0,3.0,1.0,4.0,3.0|3.0,1.0,4.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
7,2.096107824531838,"0.0,1.0,0.0,1.0,0.0|2.0,2.0,3.0,4.0,0.0|3.0,3.0,4.0,4.0,0.0|3.0,1.0,2.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
8,2.091638420194732,"3.0,3.0,0.0,1.0,4.0|3.0,2.0,3.0,4.0,0.0|3.0,3.0,4.0,4.0,3.0|3.0,2.0,4.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
9,2.0872792347283515,"3.0,1.0,0.0,1.0,0.0|0.0,2.0,1.0,3.0,0.0|3.0,3.0,4.0,4.0,2.0|3.0,1.0,4.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
10,2.0814282988159776,"3.0,1.0,0.0,4.0,0.0|2.0,1.0,1.0,3.0,0.0|3.0,2.0,4.0,4.0,2.0|3.0,1.0,2.0,3.0,2.0|4.0,3.0,3.0,0.0,3.0"
11,2.0710349322727413,"2.0,1.0,4.0,2.0,0.0|3.0,2.0,1.0,3.0,0.0|3.0,3.0,4.0,4.0,2.0|2.0,1.0,4.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
12,2.0632770398493303,"0.0,1.0,0.0,1.0,0.0|0.0,1.0,1.0,4.0,0.0|3.0,3.0,4.0,4.0,3.0|3.0,1.0,2.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
13,2.0027259181549844,"0.0,0.0,0.0,3.0,0.0|2.0,2.0,0.0,4.0,0.0|3.0,3.0,4.0,4.0,2.0|3.0,1.0,2.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
14,1.9909343602577816,"0.0,1.0,0.0,4.0,0.0|2.0,2.0,0.0,4.0,0.0|3.0,3.0,4.0,4.0,2.0|3.0,1.0,2.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
15,1.9772349654493901,"4.0,0.0,0.0,1.0,0.0|2.0,1.0,1.0,4.0,0.0|1.0,3.0,4.0,4.0,4.0|3.0,1.0,2.0,3.0,3.0|4.0,3.0,3.0,0.0,3.0"
16,1.9471843129317603,"0.0,1.0,0.0,1.0,0.0|2.0,2.0,3.0,4.0,0.0|3.0,3.0,4.0,4.0,0.0|3.0,1.0,4.0,3.0,3.0|2.0,3.0,3.0,0.0,3.0"
