Individual,Fitness,RobotStructure
0,2.0975071292007663,"4.0,3.0,1.0,4.0,0.0|3.0,3.0,4.0,3.0,0.0|1.0,4.0,4.0,3.0,0.0|1.0,4.0,3.0,1.0,0.0|3.0,0.0,0.0,1.0,0.0"
1,2.0815905960941423,"3.0,3.0,1.0,0.0,0.0|3.0,3.0,4.0,3.0,0.0|1.0,4.0,3.0,3.0,0.0|1.0,4.0,2.0,2.0,0.0|4.0,0.0,3.0,3.0,0.0"
2,1.879958982373025,"4.0,3.0,1.0,0.0,0.0|3.0,3.0,4.0,3.0,1.0|3.0,4.0,3.0,3.0,2.0|1.0,4.0,2.0,2.0,3.0|4.0,0.0,3.0,3.0,0.0"
3,1.217764376172302,"4.0,3.0,1.0,4.0,0.0|3.0,0.0,4.0,3.0,1.0|3.0,4.0,3.0,3.0,2.0|1.0,4.0,2.0,2.0,0.0|4.0,0.0,3.0,3.0,0.0"
4,1.2068121205829911,"2.0,3.0,3.0,0.0,0.0|3.0,3.0,4.0,3.0,1.0|1.0,1.0,3.0,3.0,3.0|1.0,4.0,2.0,2.0,2.0|4.0,0.0,4.0,3.0,0.0"
5,1.2066968645120195,"2.0,3.0,0.0,0.0,0.0|3.0,3.0,4.0,3.0,1.0|1.0,4.0,3.0,3.0,2.0|1.0,4.0,1.0,2.0,3.0|3.0,0.0,3.0,3.0,0.0"
6,1.2064061549247813,"4.0,3.0,1.0,0.0,0.0|3.0,3.0,4.0,3.0,0.0|1.0,1.0,3.0,3.0,2.0|3.0,4.0,2.0,2.0,0.0|4.0,0.0,3.0,3.0,0.0"
7,1.2018750482913083,"4.0,0.0,1.0,4.0,0.0|3.0,1.0,4.0,3.0,0.0|3.0,4.0,1.0,3.0,0.0|1.0,3.0,2.0,2.0,3.0|4.0,0.0,3.0,3.0,0.0"
8,1.1989115000240864,"0.0,0.0,2.0,0.0,4.0|2.0,1.0,4.0,4.0,3.0|3.0,2.0,0.0,4.0,2.0|2.0,4.0,1.0,3.0,0.0|3.0,4.0,3.0,3.0,0.0"
9,1.190406290965701,"0.0,0.0,2.0,3.0,0.0|2.0,4.0,0.0,2.0,0.0|3.0,2.0,0.0,4.0,0.0|1.0,3.0,1.0,3.0,0.0|4.0,0.0,3.0,3.0,0.0"
10,1.1789414924353447,"2.0,0.0,2.0,4.0,0.0|3.0,1.0,4.0,4.0,0.0|3.0,4.0,4.0,3.0,0.0|2.0,4.0,3.0,2.0,0.0|4.0,0.0,0.0,2.0,0.0"
11,1.164829273558673,"2.0,3.0,1.0,4.0,0.0|3.0,1.0,2.0,3.0,3.0|1.0,4.0,4.0,3.0,0.0|3.0,4.0,1.0,2.0,0.0|4.0,0.0,0.0,0.0,0.0"
12,1.162022579479222,"2.0,3.0,0.0,0.0,0.0|3.0,3.0,4.0,3.0,1.0|1.0,1.0,3.0,3.0,2.0|4.0,4.0,2.0,2.0,1.0|3.0,0.0,0.0,3.0,0.0"
13,1.1576962515020468,"4.0,3.0,1.0,4.0,0.0|3.0,0.0,4.0,4.0,0.0|3.0,4.0,2.0,3.0,0.0|1.0,4.0,3.0,2.0,0.0|4.0,2.0,0.0,2.0,0.0"
14,1.156854548822246,"3.0,0.0,0.0,3.0,0.0|4.0,1.0,0.0,1.0,0.0|3.0,4.0,3.0,3.0,0.0|1.0,4.0,2.0,2.0,0.0|4.0,0.0,3.0,3.0,0.0"
15,1.0682046440425659,"2.0,3.0,1.0,4.0,0.0|3.0,0.0,4.0,3.0,3.0|1.0,4.0,3.0,3.0,2.0|2.0,4.0,1.0,2.0,0.0|4.0,0.0,0.0,0.0,0.0"
16,1.0261464029202327,"4.0,0.0,1.0,0.0,0.0|3.0,3.0,4.0,3.0,1.0|4.0,4.0,3.0,3.0,0.0|1.0,0.0,1.0,2.0,3.0|4.0,0.0,3.0,3.0,0.0"
17,0.2955642607541743,"0.0,3.0,1.0,3.0,0.0|3.0,1.0,2.0,1.0,0.0|1.0,4.0,4.0,3.0,0.0|1.0,2.0,1.0,2.0,0.0|4.0,0.0,0.0,0.0,0.0"
18,0.2811584741902956,"2.0,0.0,1.0,3.0,0.0|3.0,4.0,0.0,3.0,4.0|3.0,4.0,2.0,1.0,0.0|1.0,3.0,1.0,2.0,0.0|4.0,0.0,3.0,3.0,3.0"
19,0.23823072657456146,"4.0,3.0,1.0,0.0,4.0|3.0,3.0,4.0,3.0,3.0|3.0,1.0,3.0,3.0,2.0|2.0,4.0,0.0,3.0,0.0|3.0,0.0,3.0,3.0,0.0"
20,0.22723232562972212,"4.0,3.0,4.0,0.0,1.0|3.0,3.0,4.0,4.0,1.0|2.0,4.0,4.0,3.0,0.0|1.0,4.0,2.0,2.0,0.0|4.0,4.0,3.0,3.0,3.0"
21,0.22479115304866898,"4.0,3.0,1.0,0.0,0.0|3.0,3.0,4.0,3.0,0.0|1.0,4.0,3.0,3.0,0.0|3.0,4.0,2.0,3.0,0.0|4.0,0.0,3.0,3.0,4.0"
22,0.21684076302960992,"2.0,3.0,0.0,0.0,0.0|3.0,1.0,4.0,3.0,0.0|1.0,4.0,4.0,1.0,0.0|4.0,4.0,2.0,2.0,0.0|4.0,0.0,3.0,3.0,4.0"
23,0.14594375258885345,"0.0,3.0,2.0,0.0,0.0|3.0,3.0,0.0,4.0,0.0|3.0,4.0,0.0,4.0,0.0|1.0,4.0,1.0,2.0,0.0|4.0,4.0,3.0,3.0,0.0"
24,-0.10618262341506274,"4.0,0.0,1.0,0.0,0.0|3.0,3.0,4.0,4.0,3.0|1.0,1.0,3.0,3.0,2.0|3.0,2.0,2.0,2.0,0.0|3.0,0.0,3.0,3.0,1.0"
25,-0.13739624340926657,"0.0,0.0,2.0,4.0,0.0|2.0,1.0,4.0,4.0,3.0|3.0,2.0,0.0,3.0,0.0|2.0,0.0,1.0,3.0,0.0|0.0,0.0,3.0,3.0,0.0"
26,-0.1664581605042038,"4.0,2.0,1.0,4.0,0.0|3.0,3.0,1.0,3.0,0.0|3.0,4.0,3.0,3.0,0.0|1.0,3.0,2.0,2.0,3.0|3.0,0.0,3.0,3.0,0.0"
27,-0.22626167509927983,"2.0,3.0,1.0,0.0,0.0|4.0,1.0,2.0,1.0,0.0|1.0,4.0,3.0,4.0,0.0|2.0,1.0,1.0,2.0,3.0|4.0,0.0,3.0,1.0,1.0"
28,-0.32097433516037993,"4.0,0.0,1.0,0.0,4.0|3.0,1.0,4.0,3.0,3.0|0.0,4.0,4.0,3.0,2.0|2.0,4.0,1.0,2.0,4.0|4.0,0.0,3.0,3.0,1.0"
29,-0.7844069235289749,"0.0,1.0,1.0,0.0,0.0|3.0,1.0,4.0,3.0,3.0|3.0,4.0,3.0,4.0,0.0|1.0,4.0,2.0,3.0,0.0|3.0,4.0,3.0,2.0,0.0"
