Individual,Fitness,RobotStructure
0,2.0815905960941423,"3.0,3.0,1.0,0.0,0.0|3.0,3.0,4.0,3.0,0.0|1.0,4.0,3.0,3.0,0.0|1.0,4.0,2.0,2.0,0.0|4.0,0.0,3.0,3.0,0.0"
1,1.879958982373025,"4.0,3.0,1.0,0.0,0.0|3.0,3.0,4.0,3.0,1.0|3.0,4.0,3.0,3.0,2.0|1.0,4.0,2.0,2.0,3.0|4.0,0.0,3.0,3.0,0.0"
2,1.217764376172302,"4.0,3.0,1.0,4.0,0.0|3.0,0.0,4.0,3.0,1.0|3.0,4.0,3.0,3.0,2.0|1.0,4.0,2.0,2.0,0.0|4.0,0.0,3.0,3.0,0.0"
3,1.2066968645120195,"2.0,3.0,0.0,0.0,0.0|3.0,3.0,4.0,3.0,1.0|1.0,4.0,3.0,3.0,2.0|1.0,4.0,1.0,2.0,3.0|3.0,0.0,3.0,3.0,0.0"
4,1.2064061549247813,"4.0,3.0,1.0,0.0,0.0|3.0,3.0,4.0,3.0,0.0|1.0,1.0,3.0,3.0,2.0|3.0,4.0,2.0,2.0,0.0|4.0,0.0,3.0,3.0,0.0"
5,1.2018750482913083,"4.0,0.0,1.0,4.0,0.0|3.0,1.0,4.0,3.0,0.0|3.0,4.0,1.0,3.0,0.0|1.0,3.0,2.0,2.0,3.0|4.0,0.0,3.0,3.0,0.0"
6,1.1989115000240864,"0.0,0.0,2.0,0.0,4.0|2.0,1.0,4.0,4.0,3.0|3.0,2.0,0.0,4.0,2.0|2.0,4.0,1.0,3.0,0.0|3.0,4.0,3.0,3.0,0.0"
7,1.1789414924353447,"2.0,0.0,2.0,4.0,0.0|3.0,1.0,4.0,4.0,0.0|3.0,4.0,4.0,3.0,0.0|2.0,4.0,3.0,2.0,0.0|4.0,0.0,0.0,2.0,0.0"
8,1.164829273558673,"2.0,3.0,1.0,4.0,0.0|3.0,1.0,2.0,3.0,3.0|1.0,4.0,4.0,3.0,0.0|3.0,4.0,1.0,2.0,0.0|4.0,0.0,0.0,0.0,0.0"
9,1.156854548822246,"3.0,0.0,0.0,3.0,0.0|4.0,1.0,0.0,1.0,0.0|3.0,4.0,3.0,3.0,0.0|1.0,4.0,2.0,2.0,0.0|4.0,0.0,3.0,3.0,0.0"
10,1.1555245772159628,"2.0,3.0,2.0,4.0,0.0|3.0,1.0,4.0,3.0,0.0|1.0,4.0,4.0,3.0,0.0|1.0,4.0,3.0,2.0,3.0|3.0,0.0,3.0,3.0,0.0"
11,1.1495314341027232,"3.0,0.0,1.0,3.0,0.0|3.0,1.0,4.0,0.0,0.0|3.0,4.0,3.0,3.0,0.0|1.0,4.0,2.0,3.0,0.0|4.0,0.0,3.0,3.0,0.0"
12,1.100370463531817,"3.0,3.0,1.0,3.0,1.0|4.0,3.0,0.0,1.0,1.0|3.0,4.0,3.0,3.0,0.0|1.0,4.0,3.0,2.0,0.0|4.0,0.0,3.0,3.0,0.0"
13,1.070398605179063,"4.0,3.0,1.0,4.0,0.0|3.0,3.0,4.0,4.0,1.0|3.0,4.0,4.0,3.0,0.0|1.0,4.0,2.0,2.0,0.0|4.0,0.0,0.0,0.0,0.0"
14,0.8720795638878235,"2.0,3.0,1.0,3.0,0.0|1.0,1.0,4.0,0.0,0.0|4.0,4.0,4.0,3.0,0.0|3.0,2.0,2.0,2.0,3.0|4.0,0.0,3.0,3.0,3.0"
15,0.3418731437480469,"0.0,0.0,4.0,0.0,4.0|3.0,0.0,4.0,0.0,3.0|3.0,4.0,1.0,3.0,2.0|1.0,0.0,2.0,3.0,0.0|3.0,0.0,3.0,3.0,0.0"
16,0.3399168076042647,"2.0,3.0,2.0,1.0,0.0|3.0,1.0,4.0,3.0,0.0|1.0,4.0,4.0,0.0,0.0|3.0,4.0,3.0,2.0,0.0|4.0,4.0,0.0,3.0,0.0"
17,0.23141809297321148,"2.0,0.0,1.0,3.0,0.0|3.0,4.0,0.0,2.0,4.0|1.0,4.0,2.0,3.0,0.0|3.0,4.0,1.0,2.0,0.0|4.0,0.0,3.0,3.0,3.0"
18,0.22835968147580193,"2.0,3.0,1.0,0.0,0.0|3.0,3.0,4.0,3.0,1.0|1.0,4.0,3.0,4.0,2.0|1.0,4.0,2.0,2.0,3.0|4.0,0.0,3.0,1.0,0.0"
19,0.21469105167771474,"2.0,3.0,1.0,4.0,0.0|4.0,1.0,0.0,1.0,0.0|1.0,4.0,4.0,3.0,0.0|1.0,4.0,1.0,2.0,0.0|4.0,0.0,3.0,3.0,1.0"
20,0.16978271955563518,"4.0,0.0,1.0,1.0,0.0|3.0,1.0,4.0,3.0,3.0|2.0,4.0,4.0,3.0,0.0|1.0,3.0,4.0,2.0,4.0|4.0,0.0,0.0,0.0,1.0"
