Individual,Fitness,RobotStructure
0,5.108433090889631,"1.0,3.0,3.0,4.0,0.0|3.0,3.0,2.0,2.0,4.0|1.0,4.0,3.0,3.0,3.0|1.0,4.0,0.0,2.0,3.0|4.0,2.0,0.0,1.0,2.0"
1,3.8688021853661074,"4.0,3.0,3.0,4.0,4.0|0.0,0.0,4.0,1.0,4.0|2.0,4.0,1.0,3.0,3.0|1.0,4.0,2.0,3.0,0.0|2.0,0.0,3.0,3.0,0.0"
2,3.7982349589188575,"1.0,2.0,3.0,4.0,0.0|3.0,3.0,2.0,4.0,4.0|1.0,4.0,3.0,1.0,3.0|1.0,4.0,0.0,0.0,1.0|4.0,2.0,0.0,1.0,2.0"
3,3.661070845576188,"2.0,3.0,1.0,4.0,4.0|0.0,2.0,1.0,4.0,4.0|3.0,3.0,3.0,3.0,2.0|2.0,4.0,3.0,3.0,0.0|3.0,0.0,3.0,2.0,0.0"
4,3.6502378793832144,"4.0,3.0,1.0,4.0,1.0|2.0,0.0,4.0,4.0,4.0|3.0,4.0,3.0,3.0,0.0|2.0,4.0,3.0,3.0,1.0|3.0,0.0,3.0,2.0,2.0"
5,3.6014578533307935,"4.0,3.0,1.0,4.0,3.0|2.0,0.0,1.0,4.0,4.0|0.0,4.0,1.0,3.0,0.0|1.0,4.0,2.0,1.0,3.0|3.0,0.0,3.0,1.0,0.0"
6,3.564737095348452,"4.0,3.0,1.0,4.0,4.0|2.0,0.0,1.0,4.0,4.0|3.0,3.0,3.0,3.0,3.0|2.0,4.0,3.0,3.0,0.0|3.0,0.0,3.0,2.0,2.0"
7,3.381163703411279,"2.0,3.0,1.0,4.0,3.0|1.0,0.0,1.0,4.0,4.0|0.0,4.0,4.0,3.0,0.0|2.0,4.0,2.0,3.0,3.0|3.0,0.0,3.0,1.0,0.0"
8,3.3665977088419567,"1.0,4.0,3.0,4.0,0.0|2.0,3.0,2.0,4.0,4.0|1.0,4.0,3.0,1.0,3.0|1.0,4.0,0.0,0.0,1.0|4.0,3.0,0.0,3.0,1.0"
9,3.3067585032375946,"0.0,2.0,3.0,4.0,0.0|3.0,3.0,2.0,3.0,4.0|1.0,4.0,3.0,1.0,3.0|1.0,4.0,3.0,3.0,1.0|4.0,2.0,0.0,2.0,2.0"
10,3.2777731589028463,"1.0,3.0,3.0,4.0,4.0|1.0,0.0,3.0,0.0,4.0|2.0,4.0,1.0,3.0,3.0|4.0,3.0,2.0,1.0,2.0|2.0,0.0,0.0,3.0,0.0"
11,2.4717372575891527,"4.0,3.0,1.0,4.0,4.0|2.0,0.0,1.0,4.0,4.0|4.0,4.0,1.0,2.0,0.0|2.0,4.0,2.0,2.0,3.0|3.0,0.0,3.0,1.0,0.0"
12,2.4083133575480575,"0.0,3.0,3.0,4.0,1.0|3.0,3.0,2.0,3.0,4.0|1.0,4.0,0.0,1.0,3.0|1.0,3.0,3.0,3.0,1.0|4.0,2.0,0.0,4.0,2.0"
13,1.7076146618430683,"0.0,2.0,3.0,4.0,2.0|3.0,2.0,2.0,3.0,4.0|4.0,2.0,3.0,1.0,3.0|1.0,3.0,3.0,3.0,1.0|4.0,2.0,0.0,2.0,2.0"
14,1.5891693623806742,"0.0,3.0,1.0,1.0,4.0|2.0,0.0,1.0,0.0,4.0|3.0,3.0,3.0,3.0,3.0|2.0,2.0,3.0,3.0,0.0|3.0,0.0,3.0,1.0,2.0"
15,1.4945211035041297,"0.0,2.0,3.0,2.0,0.0|3.0,3.0,0.0,3.0,4.0|1.0,2.0,3.0,1.0,3.0|1.0,3.0,3.0,3.0,1.0|2.0,2.0,0.0,2.0,2.0"
16,1.235085097787906,"4.0,3.0,1.0,4.0,1.0|0.0,0.0,4.0,4.0,4.0|3.0,1.0,3.0,3.0,0.0|2.0,4.0,2.0,0.0,3.0|3.0,0.0,3.0,2.0,2.0"
17,1.2216101971918396,"4.0,2.0,1.0,4.0,3.0|2.0,4.0,4.0,4.0,4.0|3.0,4.0,3.0,3.0,0.0|2.0,4.0,3.0,3.0,0.0|3.0,1.0,3.0,2.0,2.0"
18,1.0669397163544982,"1.0,2.0,3.0,1.0,0.0|3.0,0.0,0.0,4.0,3.0|1.0,4.0,3.0,1.0,3.0|1.0,4.0,0.0,0.0,1.0|3.0,2.0,0.0,1.0,2.0"
19,0.8851050954139962,"4.0,3.0,0.0,4.0,1.0|2.0,0.0,0.0,4.0,4.0|2.0,4.0,3.0,1.0,2.0|2.0,4.0,3.0,3.0,1.0|3.0,0.0,3.0,2.0,2.0"
20,0.687708224814637,"0.0,2.0,3.0,4.0,1.0|3.0,3.0,1.0,3.0,4.0|1.0,1.0,3.0,1.0,3.0|1.0,4.0,3.0,2.0,1.0|4.0,2.0,3.0,2.0,2.0"
21,0.505021744372764,"4.0,2.0,2.0,4.0,1.0|1.0,1.0,4.0,4.0,4.0|3.0,4.0,3.0,3.0,0.0|2.0,4.0,3.0,3.0,4.0|3.0,0.0,3.0,2.0,2.0"
22,0.42111306904421725,"2.0,1.0,1.0,1.0,3.0|2.0,0.0,0.0,4.0,4.0|0.0,4.0,4.0,3.0,0.0|2.0,3.0,2.0,3.0,3.0|3.0,0.0,3.0,1.0,0.0"
23,0.3378394373075011,"0.0,2.0,3.0,4.0,1.0|3.0,3.0,2.0,3.0,4.0|1.0,4.0,3.0,1.0,3.0|1.0,4.0,1.0,3.0,4.0|2.0,2.0,0.0,2.0,4.0"
24,0.04937334099103852,"1.0,3.0,3.0,4.0,4.0|1.0,4.0,3.0,0.0,3.0|2.0,4.0,1.0,3.0,3.0|4.0,3.0,2.0,0.0,2.0|1.0,0.0,3.0,3.0,0.0"
25,0.0464770733825407,"4.0,3.0,1.0,4.0,3.0|0.0,0.0,1.0,4.0,4.0|3.0,3.0,3.0,3.0,3.0|2.0,4.0,3.0,4.0,0.0|0.0,2.0,3.0,2.0,2.0"
26,0.019904582665159043,"4.0,3.0,2.0,0.0,3.0|2.0,0.0,1.0,4.0,4.0|0.0,4.0,1.0,3.0,0.0|1.0,4.0,2.0,2.0,3.0|3.0,0.0,3.0,4.0,3.0"
27,-0.025469527412068316,"2.0,3.0,3.0,4.0,4.0|0.0,0.0,4.0,1.0,4.0|4.0,4.0,0.0,3.0,3.0|1.0,1.0,2.0,4.0,0.0|2.0,0.0,3.0,3.0,0.0"
28,-0.22619595910016954,"4.0,3.0,1.0,4.0,1.0|2.0,0.0,4.0,1.0,4.0|4.0,1.0,3.0,3.0,4.0|2.0,4.0,3.0,3.0,1.0|3.0,1.0,3.0,2.0,2.0"
29,-0.7011664522105459,"4.0,3.0,1.0,4.0,2.0|2.0,0.0,1.0,1.0,4.0|0.0,4.0,1.0,1.0,0.0|1.0,4.0,2.0,4.0,3.0|3.0,2.0,3.0,1.0,0.0"
