Individual,Fitness,RobotStructure
0,4.205791484472826,"4.0,3.0,3.0,3.0,3.0|4.0,4.0,4.0,4.0,3.0|0.0,1.0,4.0,0.0,0.0|1.0,2.0,2.0,4.0,3.0|0.0,2.0,3.0,0.0,1.0"
1,4.077205146229493,"3.0,3.0,3.0,3.0,1.0|3.0,4.0,4.0,3.0,0.0|2.0,2.0,4.0,0.0,0.0|0.0,3.0,1.0,4.0,1.0|0.0,1.0,4.0,0.0,1.0"
2,3.943791195199293,"2.0,4.0,3.0,3.0,3.0|4.0,4.0,4.0,2.0,3.0|0.0,1.0,4.0,0.0,0.0|1.0,2.0,4.0,4.0,4.0|0.0,2.0,3.0,0.0,1.0"
3,3.88341236422255,"3.0,3.0,3.0,3.0,3.0|4.0,4.0,4.0,3.0,0.0|0.0,2.0,4.0,0.0,0.0|0.0,3.0,1.0,4.0,4.0|2.0,1.0,4.0,0.0,1.0"
4,3.7614401607697565,"4.0,3.0,3.0,3.0,3.0|4.0,4.0,1.0,4.0,0.0|0.0,1.0,4.0,0.0,0.0|2.0,3.0,1.0,4.0,4.0|2.0,1.0,4.0,0.0,2.0"
5,3.6934116027932276,"4.0,3.0,3.0,3.0,3.0|4.0,3.0,1.0,4.0,0.0|0.0,1.0,4.0,0.0,0.0|0.0,4.0,1.0,4.0,4.0|2.0,1.0,4.0,0.0,1.0"
6,3.653079088440371,"3.0,3.0,3.0,3.0,0.0|3.0,4.0,4.0,3.0,0.0|0.0,2.0,4.0,0.0,0.0|0.0,3.0,1.0,4.0,4.0|0.0,1.0,4.0,0.0,1.0"
7,3.617949158344413,"4.0,3.0,3.0,3.0,3.0|4.0,1.0,1.0,4.0,0.0|0.0,3.0,4.0,0.0,0.0|2.0,4.0,1.0,4.0,4.0|2.0,1.0,4.0,0.0,2.0"
8,3.6173701740003357,"2.0,3.0,3.0,3.0,3.0|4.0,4.0,4.0,4.0,3.0|0.0,1.0,4.0,0.0,0.0|1.0,2.0,1.0,4.0,4.0|0.0,2.0,3.0,0.0,1.0"
9,3.5990513705611895,"4.0,3.0,3.0,3.0,3.0|1.0,1.0,4.0,3.0,0.0|2.0,1.0,4.0,0.0,0.0|1.0,1.0,1.0,4.0,3.0|2.0,1.0,4.0,0.0,1.0"
10,3.1672577865890963,"4.0,3.0,3.0,3.0,3.0|4.0,2.0,1.0,4.0,0.0|3.0,3.0,4.0,0.0,0.0|2.0,4.0,1.0,4.0,4.0|2.0,1.0,4.0,0.0,1.0"
11,2.99282354076293,"3.0,3.0,3.0,3.0,4.0|3.0,4.0,4.0,3.0,1.0|0.0,2.0,4.0,0.0,0.0|0.0,3.0,1.0,4.0,4.0|0.0,1.0,4.0,0.0,3.0"
12,2.807906705189954,"4.0,3.0,1.0,3.0,3.0|1.0,1.0,4.0,2.0,0.0|2.0,1.0,4.0,0.0,0.0|2.0,1.0,1.0,4.0,3.0|2.0,1.0,4.0,0.0,1.0"
13,2.5454376080985996,"4.0,3.0,3.0,4.0,3.0|4.0,3.0,1.0,4.0,0.0|0.0,1.0,4.0,0.0,0.0|2.0,4.0,1.0,4.0,4.0|0.0,1.0,4.0,0.0,1.0"
14,2.146609147012266,"3.0,3.0,3.0,3.0,0.0|3.0,4.0,4.0,3.0,2.0|0.0,2.0,3.0,0.0,0.0|0.0,3.0,1.0,4.0,4.0|2.0,1.0,4.0,0.0,1.0"
15,1.696730634603546,"4.0,3.0,1.0,3.0,3.0|4.0,1.0,4.0,4.0,0.0|0.0,3.0,4.0,0.0,0.0|2.0,4.0,1.0,3.0,4.0|2.0,1.0,4.0,0.0,2.0"
16,1.6712151258883041,"2.0,3.0,3.0,3.0,3.0|4.0,0.0,2.0,4.0,3.0|0.0,1.0,4.0,0.0,0.0|1.0,2.0,1.0,4.0,4.0|0.0,2.0,1.0,0.0,1.0"
17,1.3352756909311114,"3.0,3.0,3.0,3.0,4.0|4.0,4.0,4.0,0.0,3.0|0.0,2.0,4.0,0.0,0.0|0.0,3.0,1.0,4.0,4.0|2.0,1.0,4.0,0.0,1.0"
18,0.994711002059633,"4.0,3.0,3.0,3.0,3.0|4.0,4.0,2.0,4.0,0.0|0.0,1.0,2.0,0.0,0.0|2.0,3.0,1.0,4.0,2.0|2.0,1.0,4.0,0.0,2.0"
19,0.8052846101587506,"3.0,3.0,3.0,3.0,2.0|3.0,4.0,4.0,3.0,0.0|2.0,2.0,4.0,3.0,0.0|0.0,3.0,1.0,4.0,2.0|0.0,1.0,4.0,0.0,1.0"
20,0.7810815280322602,"3.0,3.0,3.0,3.0,0.0|0.0,4.0,4.0,3.0,0.0|0.0,2.0,4.0,0.0,0.0|0.0,3.0,3.0,4.0,4.0|0.0,1.0,4.0,4.0,1.0"
21,0.7648251880518339,"3.0,3.0,3.0,3.0,0.0|3.0,4.0,4.0,3.0,2.0|0.0,3.0,4.0,0.0,0.0|3.0,3.0,1.0,4.0,4.0|0.0,1.0,4.0,0.0,1.0"
22,0.6768323003600366,"4.0,3.0,3.0,3.0,3.0|4.0,4.0,4.0,4.0,1.0|0.0,0.0,4.0,0.0,0.0|1.0,2.0,2.0,3.0,3.0|0.0,2.0,3.0,0.0,1.0"
23,0.4533558624199367,"2.0,3.0,3.0,3.0,3.0|4.0,4.0,4.0,4.0,3.0|0.0,1.0,4.0,0.0,0.0|1.0,2.0,1.0,4.0,4.0|3.0,2.0,0.0,2.0,1.0"
24,0.4066440988735615,"4.0,4.0,3.0,3.0,3.0|4.0,4.0,1.0,4.0,0.0|0.0,1.0,4.0,4.0,0.0|2.0,3.0,1.0,4.0,4.0|2.0,1.0,0.0,0.0,2.0"
25,0.34109843949390445,"4.0,1.0,3.0,3.0,3.0|1.0,1.0,4.0,3.0,0.0|2.0,1.0,4.0,0.0,0.0|1.0,1.0,1.0,4.0,3.0|2.0,4.0,0.0,0.0,1.0"
26,0.28625774264475656,"2.0,3.0,3.0,3.0,3.0|4.0,4.0,4.0,0.0,1.0|0.0,1.0,1.0,0.0,0.0|1.0,2.0,1.0,4.0,4.0|0.0,2.0,3.0,0.0,1.0"
27,0.26155925577618977,"3.0,3.0,3.0,3.0,1.0|3.0,4.0,0.0,3.0,0.0|2.0,2.0,4.0,2.0,0.0|0.0,3.0,1.0,4.0,2.0|0.0,1.0,4.0,0.0,1.0"
28,0.07961188067842412,"3.0,3.0,3.0,3.0,1.0|3.0,4.0,4.0,1.0,0.0|2.0,2.0,2.0,2.0,0.0|0.0,3.0,1.0,4.0,1.0|0.0,1.0,4.0,0.0,1.0"
29,0.024750986184480184,"2.0,4.0,3.0,0.0,3.0|4.0,4.0,4.0,2.0,3.0|0.0,2.0,4.0,0.0,0.0|1.0,2.0,4.0,4.0,4.0|4.0,2.0,3.0,0.0,1.0"
