Individual,Fitness,RobotStructure
0,3.202197471072793,"1.0,4.0,3.0,3.0,4.0|0.0,2.0,1.0,2.0,1.0|1.0,2.0,4.0,2.0,1.0|2.0,3.0,4.0,0.0,0.0|2.0,0.0,2.0,0.0,0.0"
1,3.153420632140085,"0.0,3.0,2.0,3.0,3.0|4.0,4.0,2.0,4.0,1.0|1.0,2.0,4.0,2.0,0.0|2.0,0.0,4.0,0.0,0.0|1.0,0.0,3.0,0.0,0.0"
2,3.0344490463527154,"0.0,3.0,1.0,3.0,3.0|0.0,3.0,2.0,4.0,1.0|1.0,2.0,4.0,2.0,1.0|2.0,0.0,4.0,0.0,0.0|1.0,0.0,3.0,0.0,0.0"
3,3.003102994767476,"3.0,4.0,1.0,3.0,3.0|1.0,1.0,0.0,2.0,1.0|3.0,3.0,4.0,4.0,3.0|2.0,1.0,3.0,2.0,3.0|4.0,0.0,0.0,0.0,3.0"
4,2.8530392433456537,"3.0,4.0,1.0,4.0,4.0|2.0,2.0,0.0,2.0,1.0|2.0,3.0,4.0,0.0,3.0|1.0,3.0,3.0,2.0,1.0|4.0,0.0,3.0,0.0,3.0"
5,2.8073684687337885,"1.0,4.0,0.0,0.0,3.0|1.0,3.0,4.0,4.0,1.0|2.0,0.0,4.0,0.0,1.0|3.0,3.0,3.0,2.0,1.0|4.0,0.0,3.0,0.0,3.0"
6,2.7539634785166522,"2.0,3.0,3.0,2.0,4.0|2.0,3.0,0.0,4.0,1.0|1.0,2.0,4.0,4.0,3.0|2.0,3.0,3.0,2.0,2.0|4.0,0.0,3.0,0.0,1.0"
7,2.6896447054682997,"1.0,3.0,0.0,3.0,4.0|2.0,3.0,3.0,3.0,1.0|1.0,2.0,4.0,0.0,3.0|2.0,3.0,4.0,2.0,1.0|4.0,0.0,3.0,0.0,1.0"
8,2.665844161661736,"0.0,3.0,0.0,2.0,4.0|2.0,3.0,3.0,1.0,3.0|1.0,2.0,4.0,0.0,3.0|2.0,3.0,4.0,2.0,1.0|4.0,0.0,3.0,0.0,1.0"
9,2.6481083944700226,"2.0,3.0,3.0,3.0,4.0|2.0,3.0,3.0,4.0,1.0|1.0,2.0,4.0,2.0,3.0|2.0,3.0,4.0,2.0,2.0|4.0,0.0,3.0,0.0,1.0"
10,2.62203521804998,"1.0,2.0,3.0,3.0,1.0|4.0,3.0,3.0,3.0,3.0|1.0,2.0,4.0,3.0,3.0|3.0,3.0,4.0,2.0,1.0|4.0,2.0,3.0,0.0,1.0"
11,1.7796227348281166,"1.0,4.0,0.0,3.0,3.0|1.0,3.0,4.0,4.0,1.0|2.0,4.0,0.0,0.0,1.0|3.0,3.0,3.0,2.0,1.0|4.0,0.0,2.0,0.0,3.0"
12,1.7184603497039708,"4.0,2.0,1.0,3.0,3.0|0.0,3.0,2.0,3.0,1.0|1.0,1.0,4.0,2.0,1.0|2.0,0.0,4.0,0.0,0.0|1.0,0.0,3.0,0.0,0.0"
13,1.511131977036155,"2.0,3.0,3.0,3.0,4.0|2.0,3.0,1.0,4.0,1.0|1.0,2.0,4.0,2.0,3.0|4.0,3.0,1.0,1.0,2.0|4.0,0.0,3.0,0.0,1.0"
14,1.4750732443659076,"2.0,3.0,3.0,3.0,4.0|4.0,3.0,3.0,3.0,1.0|1.0,2.0,4.0,2.0,2.0|2.0,3.0,4.0,2.0,2.0|4.0,0.0,2.0,0.0,1.0"
15,1.4339600711977314,"1.0,3.0,0.0,3.0,3.0|2.0,3.0,3.0,3.0,0.0|1.0,2.0,4.0,0.0,1.0|2.0,3.0,4.0,4.0,1.0|4.0,0.0,3.0,0.0,1.0"
16,1.3131486589736672,"1.0,3.0,0.0,3.0,4.0|2.0,3.0,3.0,1.0,1.0|1.0,1.0,2.0,0.0,3.0|4.0,3.0,4.0,2.0,1.0|4.0,0.0,3.0,0.0,1.0"
17,1.2362225347020142,"0.0,3.0,1.0,3.0,4.0|0.0,3.0,2.0,4.0,1.0|2.0,2.0,4.0,2.0,1.0|2.0,4.0,4.0,0.0,0.0|1.0,0.0,3.0,4.0,0.0"
18,1.1894871535934313,"2.0,4.0,1.0,3.0,3.0|0.0,1.0,0.0,2.0,1.0|3.0,2.0,4.0,4.0,3.0|2.0,1.0,3.0,4.0,3.0|4.0,0.0,0.0,0.0,3.0"
19,0.8671529601637649,"3.0,4.0,1.0,1.0,4.0|2.0,2.0,0.0,2.0,1.0|2.0,4.0,4.0,0.0,3.0|2.0,3.0,3.0,2.0,1.0|4.0,0.0,3.0,4.0,3.0"
20,0.7669914476362422,"1.0,3.0,2.0,4.0,4.0|2.0,3.0,3.0,3.0,1.0|1.0,2.0,0.0,0.0,1.0|2.0,3.0,4.0,2.0,1.0|4.0,0.0,3.0,0.0,1.0"
21,0.7064851827016839,"0.0,3.0,4.0,4.0,3.0|0.0,3.0,2.0,4.0,2.0|1.0,2.0,4.0,2.0,1.0|2.0,0.0,4.0,3.0,0.0|1.0,0.0,3.0,0.0,0.0"
22,0.6195919066766437,"3.0,4.0,4.0,3.0,3.0|1.0,1.0,0.0,2.0,0.0|3.0,2.0,4.0,4.0,3.0|4.0,1.0,3.0,2.0,3.0|4.0,0.0,0.0,0.0,3.0"
23,0.6032587084678754,"1.0,4.0,3.0,0.0,4.0|0.0,2.0,1.0,2.0,1.0|0.0,2.0,4.0,2.0,4.0|2.0,3.0,4.0,4.0,0.0|2.0,0.0,2.0,0.0,0.0"
24,0.33043578778988747,"0.0,4.0,0.0,0.0,3.0|1.0,3.0,4.0,4.0,1.0|2.0,0.0,4.0,0.0,1.0|3.0,3.0,3.0,2.0,2.0|3.0,0.0,0.0,0.0,3.0"
25,0.057304247410093656,"2.0,0.0,1.0,2.0,4.0|2.0,2.0,0.0,4.0,1.0|1.0,2.0,4.0,4.0,3.0|2.0,2.0,3.0,2.0,2.0|4.0,0.0,3.0,0.0,1.0"
26,0.02997308268555654,"2.0,3.0,1.0,2.0,3.0|0.0,3.0,2.0,4.0,1.0|1.0,2.0,4.0,3.0,3.0|2.0,0.0,4.0,0.0,0.0|1.0,0.0,3.0,0.0,0.0"
27,-0.061200611908199365,"1.0,3.0,0.0,3.0,4.0|2.0,0.0,3.0,3.0,1.0|1.0,0.0,3.0,0.0,3.0|2.0,3.0,4.0,2.0,1.0|4.0,0.0,3.0,0.0,0.0"
28,-0.4617343576077795,"1.0,2.0,3.0,3.0,1.0|4.0,3.0,2.0,3.0,3.0|1.0,0.0,4.0,3.0,0.0|3.0,3.0,4.0,2.0,1.0|4.0,2.0,3.0,0.0,4.0"
29,-0.6729592316816471,"1.0,4.0,2.0,3.0,4.0|0.0,2.0,4.0,2.0,1.0|1.0,2.0,4.0,2.0,1.0|2.0,3.0,4.0,0.0,4.0|2.0,0.0,2.0,1.0,0.0"
