Individual,Fitness,RobotStructure
0,3.003102994767476,"3.0,4.0,1.0,3.0,3.0|1.0,1.0,0.0,2.0,1.0|3.0,3.0,4.0,4.0,3.0|2.0,1.0,3.0,2.0,3.0|4.0,0.0,0.0,0.0,3.0"
1,2.8073684687337885,"1.0,4.0,0.0,0.0,3.0|1.0,3.0,4.0,4.0,1.0|2.0,0.0,4.0,0.0,1.0|3.0,3.0,3.0,2.0,1.0|4.0,0.0,3.0,0.0,3.0"
2,2.6896447054682997,"1.0,3.0,0.0,3.0,4.0|2.0,3.0,3.0,3.0,1.0|1.0,2.0,4.0,0.0,3.0|2.0,3.0,4.0,2.0,1.0|4.0,0.0,3.0,0.0,1.0"
3,2.5769516341125445,"0.0,2.0,0.0,3.0,3.0|1.0,3.0,2.0,2.0,4.0|2.0,0.0,4.0,0.0,3.0|2.0,3.0,2.0,2.0,1.0|3.0,2.0,3.0,0.0,3.0"
4,2.376921914423218,"1.0,3.0,0.0,3.0,2.0|1.0,3.0,3.0,2.0,2.0|2.0,0.0,4.0,0.0,3.0|3.0,3.0,1.0,2.0,1.0|4.0,0.0,3.0,2.0,1.0"
5,2.3666561891512905,"1.0,4.0,1.0,3.0,3.0|0.0,3.0,1.0,2.0,1.0|1.0,2.0,4.0,2.0,1.0|2.0,3.0,4.0,0.0,0.0|1.0,0.0,3.0,0.0,0.0"
6,2.283019111025849,"1.0,2.0,0.0,3.0,2.0|1.0,3.0,3.0,0.0,1.0|2.0,0.0,4.0,0.0,3.0|2.0,4.0,2.0,2.0,3.0|4.0,0.0,3.0,1.0,1.0"
7,2.2630522883660107,"3.0,4.0,1.0,3.0,3.0|1.0,1.0,0.0,2.0,1.0|2.0,3.0,4.0,0.0,3.0|2.0,3.0,3.0,2.0,1.0|4.0,0.0,3.0,0.0,3.0"
8,2.144275792314055,"1.0,1.0,0.0,1.0,3.0|1.0,3.0,4.0,4.0,3.0|2.0,0.0,4.0,0.0,1.0|2.0,3.0,4.0,2.0,1.0|4.0,0.0,3.0,0.0,3.0"
9,2.0951964241690813,"1.0,3.0,0.0,3.0,4.0|1.0,3.0,3.0,2.0,1.0|2.0,0.0,4.0,0.0,3.0|2.0,3.0,2.0,2.0,1.0|4.0,0.0,3.0,0.0,1.0"
10,2.04836418639554,"0.0,4.0,0.0,3.0,3.0|1.0,3.0,2.0,2.0,1.0|2.0,0.0,4.0,0.0,3.0|2.0,3.0,3.0,2.0,1.0|4.0,0.0,3.0,0.0,3.0"
11,2.0045666359488874,"4.0,1.0,1.0,1.0,3.0|0.0,0.0,1.0,2.0,2.0|0.0,3.0,3.0,4.0,2.0|0.0,3.0,4.0,0.0,4.0|0.0,1.0,2.0,0.0,0.0"
12,1.9785067247029484,"0.0,2.0,0.0,2.0,0.0|4.0,3.0,3.0,3.0,3.0|3.0,3.0,2.0,4.0,0.0|3.0,4.0,3.0,4.0,2.0|2.0,3.0,4.0,2.0,4.0"
13,1.673519831409618,"0.0,4.0,0.0,3.0,3.0|1.0,2.0,2.0,0.0,1.0|2.0,0.0,1.0,0.0,2.0|2.0,3.0,3.0,2.0,1.0|4.0,0.0,2.0,0.0,3.0"
14,1.4021335772753216,"1.0,3.0,1.0,3.0,3.0|0.0,3.0,1.0,2.0,1.0|1.0,2.0,4.0,2.0,3.0|2.0,3.0,4.0,2.0,1.0|1.0,0.0,0.0,0.0,0.0"
15,1.30389768032448,"0.0,4.0,0.0,3.0,0.0|1.0,3.0,2.0,2.0,1.0|1.0,0.0,4.0,0.0,3.0|1.0,3.0,3.0,1.0,2.0|4.0,0.0,3.0,0.0,3.0"
16,1.2342259949586054,"1.0,4.0,1.0,4.0,4.0|0.0,3.0,1.0,4.0,3.0|1.0,2.0,4.0,2.0,1.0|1.0,3.0,4.0,0.0,0.0|1.0,0.0,3.0,0.0,0.0"
17,1.1529268458816984,"1.0,2.0,0.0,3.0,2.0|1.0,3.0,4.0,0.0,4.0|2.0,0.0,4.0,3.0,4.0|2.0,4.0,2.0,3.0,3.0|4.0,0.0,3.0,1.0,1.0"
18,0.6821869458054024,"1.0,3.0,0.0,3.0,2.0|3.0,3.0,4.0,0.0,1.0|2.0,0.0,4.0,0.0,3.0|2.0,4.0,2.0,2.0,3.0|3.0,0.0,4.0,1.0,1.0"
19,0.6226619492608451,"1.0,0.0,1.0,3.0,3.0|1.0,1.0,2.0,2.0,1.0|4.0,3.0,4.0,0.0,3.0|2.0,3.0,3.0,2.0,1.0|4.0,0.0,4.0,0.0,3.0"
20,0.602007660537625,"1.0,3.0,0.0,3.0,2.0|2.0,3.0,0.0,0.0,1.0|2.0,0.0,4.0,0.0,3.0|2.0,4.0,2.0,4.0,1.0|4.0,0.0,3.0,1.0,1.0"
21,0.24756250656598822,"0.0,4.0,0.0,3.0,3.0|4.0,4.0,2.0,1.0,3.0|2.0,0.0,4.0,0.0,0.0|2.0,3.0,3.0,2.0,1.0|4.0,0.0,3.0,0.0,3.0"
22,0.19901143412561462,"0.0,0.0,0.0,3.0,3.0|1.0,3.0,4.0,4.0,1.0|3.0,0.0,4.0,0.0,1.0|3.0,3.0,3.0,2.0,1.0|3.0,0.0,3.0,0.0,3.0"
23,0.19702332752415813,"1.0,4.0,0.0,0.0,3.0|1.0,3.0,1.0,4.0,1.0|2.0,0.0,0.0,0.0,1.0|3.0,1.0,3.0,0.0,1.0|4.0,0.0,3.0,0.0,1.0"
24,0.1029538497876838,"4.0,1.0,1.0,1.0,3.0|4.0,0.0,3.0,4.0,2.0|0.0,3.0,2.0,4.0,2.0|0.0,3.0,4.0,0.0,4.0|0.0,1.0,2.0,0.0,3.0"
25,0.053197064932455684,"3.0,0.0,1.0,3.0,3.0|1.0,1.0,2.0,2.0,1.0|2.0,3.0,4.0,0.0,3.0|0.0,3.0,3.0,2.0,1.0|4.0,2.0,3.0,0.0,2.0"
26,0.03353857491593393,"0.0,1.0,0.0,2.0,0.0|4.0,3.0,3.0,3.0,3.0|3.0,3.0,2.0,4.0,0.0|3.0,4.0,1.0,4.0,2.0|4.0,3.0,4.0,3.0,2.0"
27,-0.03422877503059518,"0.0,4.0,0.0,3.0,3.0|1.0,1.0,2.0,2.0,1.0|2.0,1.0,0.0,0.0,3.0|2.0,3.0,3.0,0.0,1.0|4.0,2.0,3.0,0.0,3.0"
28,-0.08824094305764818,"1.0,2.0,0.0,2.0,0.0|4.0,3.0,4.0,3.0,3.0|3.0,3.0,2.0,0.0,0.0|3.0,4.0,2.0,4.0,1.0|2.0,3.0,4.0,2.0,4.0"
29,-1.0032253092669314,"0.0,2.0,0.0,1.0,0.0|4.0,3.0,3.0,3.0,3.0|3.0,3.0,4.0,4.0,0.0|3.0,4.0,4.0,4.0,2.0|2.0,0.0,4.0,2.0,1.0"
