Individual,Fitness,RobotStructure
0,5.747706307940372,"1.0,0.0,0.0,0.0,1.0|4.0,3.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,1.0|1.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
1,5.69474669263749,"0.0,3.0,1.0,0.0,1.0|4.0,3.0,3.0,3.0,1.0|4.0,4.0,4.0,1.0,1.0|1.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
2,5.51952132393097,"3.0,3.0,2.0,0.0,1.0|3.0,3.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,3.0|1.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
3,5.463221968776274,"1.0,0.0,3.0,0.0,1.0|4.0,3.0,3.0,3.0,1.0|4.0,4.0,4.0,1.0,1.0|1.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
4,5.323255940012617,"0.0,3.0,1.0,0.0,1.0|0.0,3.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|2.0,3.0,3.0,0.0,1.0|4.0,4.0,0.0,0.0,0.0"
5,5.301678745832103,"3.0,0.0,2.0,0.0,1.0|3.0,3.0,3.0,3.0,2.0|4.0,3.0,4.0,2.0,3.0|2.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
6,5.257019761100325,"0.0,1.0,1.0,0.0,3.0|0.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|2.0,3.0,3.0,0.0,1.0|4.0,4.0,0.0,0.0,0.0"
7,5.1759809398531,"2.0,3.0,1.0,0.0,1.0|1.0,3.0,3.0,3.0,3.0|4.0,3.0,4.0,1.0,3.0|2.0,3.0,3.0,0.0,1.0|4.0,4.0,0.0,0.0,0.0"
8,4.9082139209264115,"0.0,3.0,2.0,0.0,1.0|4.0,3.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|1.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
9,4.856982858702006,"0.0,0.0,2.0,0.0,3.0|3.0,3.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,2.0|2.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
10,4.731762843508247,"0.0,3.0,1.0,0.0,1.0|2.0,1.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,2.0|2.0,3.0,3.0,0.0,2.0|3.0,4.0,0.0,0.0,0.0"
11,4.693976054093691,"0.0,0.0,1.0,0.0,3.0|0.0,1.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,3.0|1.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
12,4.578096383687358,"3.0,3.0,0.0,0.0,3.0|4.0,3.0,3.0,3.0,2.0|4.0,3.0,4.0,1.0,1.0|1.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
13,4.547217391311053,"0.0,3.0,1.0,0.0,1.0|2.0,1.0,3.0,3.0,2.0|4.0,1.0,4.0,1.0,2.0|2.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
14,4.525969353322492,"0.0,3.0,1.0,0.0,2.0|0.0,3.0,3.0,3.0,1.0|4.0,3.0,4.0,1.0,4.0|3.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
15,4.409524251534066,"3.0,3.0,2.0,0.0,1.0|0.0,3.0,3.0,3.0,3.0|4.0,3.0,4.0,3.0,3.0|1.0,3.0,3.0,0.0,1.0|4.0,4.0,0.0,0.0,0.0"
16,3.4707541905847266,"4.0,3.0,1.0,0.0,1.0|2.0,1.0,4.0,3.0,1.0|4.0,3.0,4.0,3.0,3.0|2.0,3.0,3.0,0.0,2.0|3.0,4.0,0.0,0.0,0.0"
17,3.300855220617633,"0.0,4.0,1.0,0.0,1.0|2.0,1.0,3.0,3.0,1.0|4.0,4.0,4.0,1.0,2.0|2.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
18,3.2411411542557667,"1.0,0.0,2.0,0.0,1.0|3.0,3.0,3.0,3.0,1.0|3.0,3.0,4.0,1.0,4.0|1.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
19,3.1740870911268924,"0.0,3.0,2.0,0.0,3.0|4.0,3.0,2.0,2.0,2.0|4.0,3.0,4.0,1.0,3.0|0.0,3.0,3.0,0.0,2.0|4.0,4.0,0.0,0.0,0.0"
