Individual,Fitness,RobotStructure
0,2.8384495180211613,"2.0,3.0,1.0,3.0,0.0|2.0,3.0,3.0,2.0,0.0|4.0,0.0,4.0,2.0,3.0|1.0,2.0,4.0,1.0,4.0|0.0,3.0,0.0,0.0,0.0"
1,2.413117807764996,"2.0,3.0,1.0,0.0,0.0|2.0,0.0,3.0,2.0,0.0|4.0,0.0,4.0,2.0,3.0|1.0,2.0,4.0,0.0,0.0|0.0,2.0,4.0,0.0,0.0"
2,2.2205317542619185,"2.0,3.0,0.0,0.0,1.0|3.0,1.0,3.0,2.0,4.0|1.0,0.0,4.0,2.0,3.0|1.0,1.0,3.0,3.0,3.0|2.0,2.0,2.0,0.0,3.0"
3,2.2188687413548407,"4.0,4.0,1.0,2.0,0.0|3.0,1.0,1.0,2.0,0.0|3.0,1.0,3.0,4.0,0.0|1.0,0.0,2.0,3.0,3.0|2.0,4.0,3.0,3.0,3.0"
4,2.100990054894906,"4.0,4.0,1.0,0.0,1.0|3.0,1.0,1.0,2.0,3.0|1.0,1.0,3.0,4.0,1.0|0.0,2.0,3.0,3.0,3.0|2.0,3.0,0.0,4.0,3.0"
5,2.07652402021774,"0.0,2.0,1.0,3.0,1.0|2.0,1.0,2.0,4.0,1.0|4.0,0.0,4.0,2.0,0.0|0.0,2.0,4.0,2.0,3.0|0.0,3.0,0.0,0.0,0.0"
6,2.0703894753415284,"2.0,3.0,1.0,0.0,0.0|3.0,0.0,2.0,2.0,1.0|1.0,0.0,4.0,4.0,3.0|1.0,2.0,4.0,1.0,3.0|4.0,3.0,0.0,3.0,3.0"
7,1.9509295244490454,"3.0,0.0,1.0,0.0,0.0|1.0,1.0,3.0,2.0,0.0|3.0,2.0,3.0,4.0,0.0|1.0,0.0,2.0,3.0,0.0|3.0,4.0,3.0,3.0,0.0"
8,1.9441741575511056,"2.0,1.0,0.0,3.0,0.0|3.0,3.0,4.0,4.0,1.0|4.0,3.0,4.0,2.0,3.0|0.0,4.0,3.0,3.0,3.0|2.0,3.0,0.0,4.0,3.0"
9,1.9213750643203573,"0.0,2.0,1.0,3.0,0.0|3.0,4.0,4.0,4.0,4.0|1.0,1.0,3.0,2.0,3.0|0.0,3.0,3.0,3.0,3.0|2.0,3.0,0.0,4.0,3.0"
10,1.9193353802486388,"4.0,0.0,1.0,0.0,1.0|3.0,1.0,3.0,2.0,2.0|1.0,1.0,3.0,4.0,1.0|0.0,2.0,3.0,3.0,2.0|2.0,3.0,0.0,4.0,3.0"
11,1.735115373771814,"2.0,3.0,1.0,0.0,0.0|3.0,0.0,3.0,2.0,0.0|3.0,0.0,4.0,4.0,0.0|3.0,0.0,4.0,0.0,0.0|2.0,2.0,4.0,0.0,0.0"
12,1.546709836546859,"3.0,4.0,0.0,0.0,0.0|2.0,1.0,3.0,0.0,0.0|1.0,1.0,3.0,4.0,0.0|1.0,2.0,3.0,3.0,3.0|2.0,4.0,3.0,3.0,3.0"
13,1.396852732712508,"2.0,3.0,1.0,0.0,0.0|3.0,0.0,4.0,2.0,0.0|4.0,2.0,1.0,4.0,3.0|1.0,2.0,4.0,1.0,0.0|4.0,3.0,0.0,3.0,3.0"
14,1.3767368614004856,"4.0,4.0,1.0,3.0,1.0|3.0,1.0,1.0,2.0,3.0|4.0,1.0,3.0,2.0,1.0|0.0,4.0,4.0,3.0,3.0|2.0,3.0,0.0,0.0,3.0"
