Individual,Fitness,RobotStructure
0,2.5142918345087617,"3.0,4.0,2.0,0.0,0.0|2.0,3.0,4.0,3.0,1.0|1.0,1.0,0.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
1,2.473930906660212,"0.0,3.0,1.0,4.0,0.0|0.0,3.0,2.0,4.0,1.0|1.0,1.0,1.0,4.0,3.0|4.0,1.0,1.0,3.0,0.0|4.0,3.0,3.0,2.0,0.0"
2,2.443478224035984,"3.0,4.0,2.0,0.0,0.0|3.0,3.0,2.0,2.0,2.0|1.0,1.0,4.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
3,2.4418392970336638,"3.0,4.0,2.0,0.0,0.0|3.0,3.0,4.0,1.0,1.0|1.0,1.0,0.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
4,2.4373185483997606,"3.0,4.0,2.0,0.0,0.0|3.0,3.0,4.0,2.0,1.0|1.0,3.0,0.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
5,2.436924896654116,"3.0,0.0,2.0,1.0,3.0|3.0,3.0,4.0,1.0,0.0|1.0,1.0,4.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
6,2.432736279645755,"0.0,3.0,1.0,4.0,0.0|0.0,2.0,2.0,4.0,1.0|1.0,1.0,1.0,4.0,3.0|0.0,1.0,1.0,3.0,0.0|4.0,3.0,3.0,2.0,0.0"
7,2.424465532538916,"0.0,3.0,4.0,2.0,0.0|0.0,3.0,2.0,4.0,1.0|1.0,1.0,1.0,4.0,3.0|4.0,1.0,1.0,3.0,0.0|4.0,3.0,3.0,2.0,0.0"
8,2.4217779231348415,"3.0,0.0,2.0,1.0,0.0|3.0,3.0,4.0,1.0,2.0|1.0,1.0,4.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
9,2.419132117267946,"3.0,4.0,2.0,0.0,0.0|3.0,3.0,1.0,2.0,2.0|4.0,1.0,4.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
10,2.1765504497670793,"3.0,4.0,2.0,0.0,0.0|3.0,2.0,4.0,2.0,1.0|1.0,3.0,0.0,4.0,3.0|4.0,4.0,3.0,3.0,3.0|3.0,3.0,3.0,2.0,0.0"
11,2.1462121057965833,"3.0,4.0,2.0,0.0,0.0|3.0,3.0,4.0,2.0,1.0|1.0,3.0,0.0,4.0,3.0|4.0,4.0,3.0,3.0,1.0|1.0,3.0,3.0,2.0,0.0"
12,2.0640752621556047,"3.0,4.0,2.0,0.0,0.0|3.0,0.0,4.0,2.0,1.0|1.0,3.0,0.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,0.0,2.0,0.0"
13,1.718599380107828,"3.0,4.0,2.0,0.0,0.0|2.0,3.0,4.0,2.0,1.0|1.0,3.0,0.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,1.0,3.0,2.0,0.0"
14,1.6150182686548233,"4.0,4.0,2.0,0.0,0.0|3.0,3.0,1.0,2.0,2.0|4.0,1.0,4.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,2.0"
15,1.4633444065395542,"0.0,3.0,1.0,4.0,0.0|2.0,2.0,2.0,4.0,1.0|1.0,1.0,1.0,4.0,3.0|0.0,1.0,1.0,3.0,3.0|4.0,3.0,3.0,2.0,0.0"
16,1.143464529763362,"3.0,4.0,2.0,0.0,0.0|3.0,3.0,0.0,2.0,2.0|1.0,1.0,4.0,4.0,3.0|1.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
17,0.9032467335191815,"3.0,4.0,3.0,0.0,0.0|3.0,3.0,4.0,2.0,1.0|3.0,3.0,0.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
18,0.6411802014505622,"4.0,3.0,1.0,4.0,0.0|0.0,3.0,2.0,4.0,1.0|1.0,1.0,1.0,4.0,3.0|4.0,1.0,1.0,2.0,0.0|4.0,3.0,3.0,2.0,0.0"
19,0.6210415171867701,"3.0,0.0,2.0,1.0,3.0|3.0,3.0,4.0,3.0,0.0|1.0,1.0,4.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|0.0,3.0,3.0,2.0,0.0"
20,0.5732767011610551,"3.0,4.0,2.0,0.0,1.0|3.0,3.0,4.0,2.0,1.0|1.0,3.0,0.0,0.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
21,-0.19669368495214498,"3.0,4.0,2.0,0.0,0.0|2.0,1.0,4.0,3.0,1.0|1.0,1.0,0.0,4.0,1.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
22,-0.6575896860098265,"0.0,3.0,1.0,4.0,0.0|0.0,4.0,2.0,4.0,1.0|1.0,1.0,1.0,4.0,3.0|4.0,1.0,1.0,3.0,0.0|4.0,3.0,3.0,1.0,0.0"
23,-0.6881765310624948,"3.0,4.0,2.0,3.0,0.0|2.0,3.0,2.0,2.0,2.0|1.0,1.0,4.0,4.0,3.0|4.0,4.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
24,-0.7105121885446715,"3.0,2.0,2.0,1.0,0.0|3.0,3.0,4.0,1.0,2.0|1.0,1.0,4.0,4.0,3.0|4.0,0.0,3.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
25,-0.7219623814495795,"0.0,3.0,4.0,4.0,0.0|0.0,2.0,2.0,4.0,1.0|1.0,1.0,1.0,4.0,3.0|3.0,1.0,1.0,3.0,0.0|4.0,3.0,3.0,2.0,0.0"
26,-0.7721439880685357,"4.0,0.0,2.0,1.0,0.0|3.0,3.0,4.0,1.0,2.0|1.0,1.0,4.0,4.0,3.0|4.0,4.0,1.0,3.0,0.0|3.0,3.0,3.0,2.0,0.0"
