Individual,Fitness,RobotStructure
0,2.1761832742646017,"4.0,0.0,4.0,3.0,4.0|3.0,4.0,4.0,2.0,1.0|3.0,2.0,3.0,3.0,3.0|4.0,3.0,3.0,3.0,3.0|4.0,0.0,0.0,0.0,1.0"
1,2.1340843886542498,"3.0,0.0,0.0,3.0,4.0|3.0,4.0,4.0,0.0,1.0|3.0,2.0,4.0,1.0,3.0|4.0,3.0,3.0,3.0,3.0|0.0,0.0,0.0,0.0,0.0"
2,2.0533905954584726,"4.0,0.0,0.0,3.0,2.0|3.0,3.0,4.0,0.0,1.0|3.0,2.0,1.0,3.0,1.0|1.0,4.0,3.0,3.0,3.0|4.0,0.0,0.0,0.0,1.0"
3,2.0343503753332097,"3.0,0.0,3.0,2.0,2.0|3.0,4.0,4.0,1.0,1.0|3.0,2.0,0.0,4.0,4.0|4.0,3.0,3.0,3.0,3.0|4.0,0.0,0.0,0.0,2.0"
4,2.0034774149457117,"4.0,0.0,1.0,0.0,4.0|3.0,3.0,4.0,0.0,1.0|3.0,2.0,1.0,3.0,2.0|1.0,4.0,3.0,3.0,3.0|4.0,0.0,0.0,0.0,1.0"
5,2.0022196066966598,"4.0,0.0,0.0,3.0,2.0|3.0,3.0,4.0,2.0,1.0|3.0,2.0,1.0,3.0,1.0|1.0,4.0,3.0,3.0,3.0|4.0,0.0,0.0,0.0,1.0"
6,1.7361776388619163,"3.0,0.0,3.0,3.0,4.0|3.0,4.0,0.0,0.0,1.0|1.0,2.0,0.0,3.0,3.0|4.0,3.0,3.0,3.0,3.0|0.0,0.0,0.0,0.0,3.0"
7,1.6131376539957307,"3.0,0.0,0.0,3.0,4.0|3.0,4.0,4.0,2.0,1.0|1.0,2.0,4.0,1.0,3.0|4.0,3.0,3.0,1.0,3.0|0.0,0.0,0.0,0.0,1.0"
8,1.3600514183323775,"2.0,0.0,0.0,3.0,4.0|3.0,4.0,4.0,0.0,1.0|3.0,3.0,0.0,3.0,3.0|4.0,3.0,3.0,4.0,3.0|0.0,0.0,0.0,0.0,1.0"
9,1.3231374557020836,"4.0,3.0,0.0,4.0,3.0|3.0,4.0,4.0,1.0,1.0|3.0,4.0,1.0,2.0,1.0|4.0,4.0,3.0,3.0,3.0|3.0,4.0,0.0,2.0,3.0"
10,1.174355693391878,"3.0,0.0,0.0,3.0,4.0|3.0,4.0,4.0,0.0,1.0|1.0,2.0,2.0,1.0,3.0|4.0,4.0,3.0,3.0,3.0|0.0,0.0,0.0,0.0,0.0"
11,1.153130243078406,"1.0,0.0,0.0,3.0,2.0|3.0,4.0,4.0,0.0,1.0|3.0,2.0,1.0,3.0,1.0|1.0,4.0,3.0,3.0,2.0|4.0,0.0,0.0,0.0,1.0"
12,1.138243748920516,"4.0,0.0,1.0,0.0,3.0|3.0,4.0,4.0,0.0,4.0|1.0,1.0,1.0,2.0,2.0|4.0,2.0,3.0,3.0,3.0|4.0,3.0,0.0,0.0,1.0"
13,1.138197476630638,"4.0,0.0,4.0,2.0,2.0|4.0,4.0,4.0,2.0,1.0|3.0,2.0,1.0,4.0,0.0|1.0,4.0,3.0,3.0,3.0|4.0,3.0,0.0,3.0,0.0"
14,1.1304162618823237,"4.0,0.0,1.0,0.0,3.0|3.0,4.0,4.0,0.0,1.0|3.0,2.0,1.0,2.0,2.0|4.0,4.0,3.0,3.0,3.0|4.0,0.0,0.0,0.0,1.0"
15,1.1270744074399366,"4.0,0.0,0.0,3.0,2.0|3.0,3.0,4.0,0.0,1.0|3.0,0.0,1.0,3.0,1.0|1.0,1.0,3.0,3.0,3.0|4.0,0.0,0.0,0.0,1.0"
16,1.1238860341744596,"4.0,0.0,4.0,2.0,2.0|4.0,3.0,4.0,2.0,1.0|3.0,2.0,1.0,0.0,4.0|1.0,4.0,3.0,3.0,3.0|4.0,3.0,0.0,3.0,2.0"
17,1.0985500904881627,"4.0,3.0,0.0,3.0,2.0|2.0,4.0,4.0,0.0,4.0|3.0,2.0,1.0,2.0,1.0|1.0,2.0,3.0,3.0,3.0|4.0,0.0,3.0,0.0,1.0"
18,1.095093498790678,"4.0,4.0,4.0,2.0,0.0|1.0,3.0,2.0,0.0,1.0|3.0,2.0,1.0,2.0,4.0|0.0,4.0,3.0,3.0,3.0|2.0,1.0,0.0,3.0,1.0"
19,0.9166017038735299,"2.0,0.0,1.0,0.0,2.0|1.0,4.0,4.0,0.0,2.0|1.0,1.0,1.0,2.0,4.0|4.0,2.0,3.0,3.0,3.0|4.0,0.0,0.0,1.0,1.0"
20,0.6357704085147105,"4.0,0.0,0.0,3.0,2.0|3.0,3.0,4.0,0.0,1.0|3.0,2.0,1.0,2.0,1.0|1.0,2.0,3.0,3.0,2.0|3.0,1.0,3.0,0.0,1.0"
21,0.6327721995091038,"2.0,0.0,3.0,2.0,3.0|3.0,1.0,1.0,2.0,1.0|3.0,3.0,1.0,2.0,1.0|4.0,4.0,3.0,3.0,3.0|4.0,0.0,0.0,3.0,0.0"
22,0.43246834381434746,"3.0,0.0,0.0,3.0,4.0|3.0,4.0,4.0,0.0,3.0|4.0,2.0,4.0,1.0,2.0|4.0,4.0,3.0,3.0,3.0|0.0,2.0,0.0,1.0,1.0"
23,0.3555491449950374,"0.0,0.0,3.0,2.0,2.0|0.0,1.0,2.0,2.0,2.0|3.0,3.0,1.0,1.0,4.0|4.0,2.0,0.0,3.0,3.0|3.0,0.0,0.0,3.0,0.0"
24,0.32418102372163765,"4.0,4.0,4.0,0.0,2.0|2.0,4.0,4.0,0.0,1.0|3.0,2.0,1.0,2.0,2.0|1.0,2.0,3.0,3.0,3.0|4.0,0.0,0.0,3.0,0.0"
25,0.2834802055086335,"2.0,0.0,4.0,3.0,2.0|3.0,0.0,4.0,1.0,1.0|3.0,3.0,0.0,3.0,1.0|1.0,4.0,3.0,1.0,2.0|4.0,0.0,0.0,3.0,2.0"
26,0.2216451865139326,"3.0,3.0,2.0,2.0,2.0|4.0,4.0,4.0,2.0,1.0|3.0,2.0,4.0,1.0,3.0|4.0,3.0,4.0,3.0,3.0|4.0,3.0,0.0,2.0,3.0"
27,0.2188727603563551,"4.0,4.0,4.0,0.0,2.0|3.0,4.0,4.0,2.0,1.0|2.0,2.0,1.0,2.0,0.0|4.0,4.0,3.0,3.0,3.0|1.0,0.0,0.0,1.0,1.0"
28,0.21741130061224934,"4.0,0.0,1.0,2.0,3.0|4.0,4.0,4.0,0.0,4.0|3.0,2.0,4.0,2.0,2.0|2.0,4.0,3.0,3.0,3.0|4.0,1.0,4.0,3.0,2.0"
29,0.18337979517524666,"3.0,0.0,4.0,3.0,3.0|3.0,4.0,4.0,0.0,1.0|3.0,2.0,1.0,1.0,4.0|1.0,4.0,3.0,3.0,3.0|4.0,0.0,0.0,3.0,2.0"
30,0.17235139823911516,"2.0,0.0,4.0,2.0,3.0|3.0,4.0,2.0,3.0,4.0|3.0,3.0,0.0,0.0,2.0|2.0,4.0,2.0,1.0,0.0|1.0,0.0,0.0,0.0,0.0"
31,0.16940899603243892,"2.0,0.0,1.0,4.0,3.0|3.0,4.0,4.0,1.0,1.0|3.0,4.0,2.0,2.0,4.0|4.0,4.0,3.0,3.0,3.0|4.0,0.0,0.0,2.0,1.0"
