Individual,Fitness,RobotStructure
0,1.8302861779205608,"2.0,0.0,3.0,1.0,4.0|3.0,2.0,0.0,4.0,0.0|3.0,1.0,4.0,3.0,0.0|4.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
1,1.6997572361864381,"3.0,2.0,2.0,0.0,1.0|0.0,3.0,4.0,3.0,2.0|2.0,1.0,1.0,2.0,0.0|0.0,2.0,2.0,2.0,1.0|1.0,3.0,3.0,3.0,1.0"
2,1.6353725087744873,"2.0,0.0,3.0,1.0,4.0|3.0,2.0,0.0,4.0,1.0|3.0,0.0,0.0,3.0,0.0|4.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
3,1.603962021593564,"3.0,2.0,2.0,3.0,1.0|0.0,3.0,4.0,3.0,2.0|4.0,1.0,1.0,2.0,0.0|2.0,4.0,2.0,2.0,1.0|1.0,3.0,3.0,3.0,1.0"
4,1.553940696799599,"3.0,2.0,2.0,0.0,1.0|0.0,3.0,4.0,1.0,2.0|2.0,1.0,1.0,2.0,0.0|2.0,4.0,2.0,2.0,1.0|1.0,4.0,3.0,3.0,1.0"
5,1.5198688045140611,"2.0,0.0,3.0,1.0,1.0|3.0,2.0,3.0,4.0,1.0|4.0,3.0,0.0,3.0,0.0|2.0,0.0,0.0,1.0,0.0|4.0,3.0,3.0,3.0,0.0"
6,1.4944088968937959,"3.0,2.0,2.0,0.0,1.0|0.0,3.0,4.0,3.0,2.0|4.0,1.0,1.0,2.0,0.0|2.0,4.0,2.0,2.0,1.0|1.0,3.0,3.0,1.0,1.0"
7,1.4768326500658393,"4.0,0.0,3.0,1.0,4.0|3.0,2.0,0.0,4.0,4.0|3.0,4.0,0.0,3.0,0.0|4.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,2.0,2.0"
8,1.4589780301717938,"3.0,2.0,2.0,0.0,1.0|0.0,3.0,4.0,1.0,4.0|2.0,1.0,1.0,1.0,0.0|2.0,4.0,2.0,2.0,1.0|1.0,4.0,3.0,3.0,1.0"
9,1.415591615769896,"2.0,0.0,3.0,1.0,2.0|3.0,2.0,3.0,4.0,1.0|4.0,3.0,0.0,3.0,0.0|2.0,0.0,0.0,1.0,0.0|4.0,3.0,3.0,3.0,3.0"
10,1.390962383610815,"2.0,0.0,3.0,1.0,2.0|3.0,2.0,3.0,4.0,3.0|4.0,1.0,0.0,3.0,0.0|2.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,3.0,3.0"
11,1.3680419539697672,"2.0,0.0,2.0,1.0,4.0|3.0,2.0,0.0,4.0,1.0|3.0,0.0,0.0,3.0,0.0|4.0,0.0,1.0,1.0,2.0|4.0,3.0,3.0,1.0,3.0"
12,1.3635088079101139,"2.0,0.0,3.0,1.0,3.0|3.0,2.0,0.0,4.0,0.0|4.0,4.0,0.0,3.0,0.0|4.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
13,1.3479561715842303,"2.0,0.0,3.0,1.0,4.0|3.0,2.0,0.0,4.0,2.0|3.0,4.0,0.0,3.0,0.0|2.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
14,1.34365204870477,"3.0,2.0,2.0,0.0,1.0|0.0,3.0,4.0,3.0,2.0|2.0,1.0,1.0,2.0,0.0|2.0,4.0,2.0,2.0,1.0|1.0,3.0,3.0,3.0,1.0"
15,1.3239117281290549,"3.0,2.0,4.0,0.0,1.0|0.0,3.0,4.0,3.0,2.0|2.0,1.0,1.0,2.0,0.0|2.0,4.0,3.0,2.0,1.0|1.0,3.0,3.0,3.0,1.0"
16,1.317793513175837,"2.0,0.0,3.0,1.0,4.0|3.0,2.0,0.0,4.0,0.0|3.0,4.0,0.0,3.0,0.0|4.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
17,1.3168021715618559,"2.0,0.0,3.0,1.0,2.0|3.0,2.0,4.0,4.0,0.0|4.0,3.0,0.0,3.0,0.0|2.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,3.0,2.0"
18,1.3104838476181024,"2.0,0.0,3.0,1.0,4.0|3.0,3.0,0.0,4.0,0.0|1.0,4.0,0.0,3.0,0.0|4.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,2.0,2.0"
19,1.2953708662296117,"3.0,0.0,1.0,1.0,4.0|3.0,2.0,0.0,4.0,0.0|3.0,4.0,0.0,3.0,0.0|4.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
20,1.2572750862564845,"2.0,0.0,3.0,1.0,4.0|3.0,2.0,0.0,4.0,0.0|3.0,4.0,0.0,3.0,0.0|4.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,2.0,2.0"
21,1.198174258842502,"2.0,0.0,3.0,1.0,1.0|3.0,0.0,3.0,4.0,3.0|4.0,1.0,0.0,3.0,0.0|2.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,3.0,3.0"
22,1.0485562997556386,"1.0,0.0,3.0,1.0,3.0|3.0,2.0,0.0,4.0,3.0|4.0,4.0,0.0,3.0,0.0|4.0,0.0,1.0,1.0,0.0|4.0,3.0,3.0,1.0,3.0"
23,0.9370644557839641,"3.0,2.0,2.0,4.0,1.0|0.0,3.0,4.0,3.0,2.0|2.0,1.0,1.0,2.0,0.0|2.0,4.0,2.0,2.0,1.0|0.0,3.0,3.0,3.0,1.0"
